"Downloaded on",02/17/2020,"12:00:27 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%22102%22%2C%22101%22%2C%22100%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S.J.Res. 267",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/267,"101st Congress (1989-1990)",,"A joint resolution to authorize and request the President to designate May 1990 as ""National Physical Fitness and Sports Month"".","Sen. Thurmond, Strom [R-SC]",03/06/1990,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",06/06/1990,"Became Public Law No: 101-308."
"S.J.Res. 266",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/266,"101st Congress (1989-1990)",,"A joint resolution designating March 1990, as ""United States Naval Reserve Month"".","Sen. Jeffords, James M. [R-VT]",03/05/1990,,,,51,"House - Post Office and Civil Service | Senate - Judiciary",04/04/1990,"Became Public Law No: 101-265."
"S.J.Res. 264",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/264,"101st Congress (1989-1990)",,"A joint resolution to commemorate the 50th anniversary of the National Sheriffs' Association.","Sen. Biden, Joseph R., Jr. [D-DE]",03/01/1990,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",06/28/1990,"Became Public Law No: 101-316."
"S.J.Res. 258",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/258,"101st Congress (1989-1990)",,"A joint resolution to authorize the President to proclaim the last Friday of April 1990 as ""National Arbor Day"".","Sen. Bradley, Bill [D-NJ]",02/20/1990,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",05/01/1990,"Became Public Law No: 101-279."
"S.J.Res. 257",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/257,"101st Congress (1989-1990)",,"A joint resolution to designate March 10, 1990, as ""Harriet Tubman Day"".","Sen. Biden, Joseph R., Jr. [D-DE]",02/20/1990,,,,31,"House - Post Office and Civil Service | Senate - Judiciary",03/13/1990,"Became Public Law No: 101-252."
"S.J.Res. 256",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/256,"101st Congress (1989-1990)",,"A joint resolution to designate the week of October 7, 1990, through October 13, 1990, as ""Mental Illness Awareness Week"".","Sen. Simon, Paul [D-IL]",02/08/1990,,,,63,"House - Post Office and Civil Service | Senate - Judiciary",08/09/1990,"Became Public Law No: 101-348."
"S.J.Res. 251",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/251,"101st Congress (1989-1990)",,"A joint resolution designating ""Baltic Freedom Day"".","Sen. Riegle, Donald W., Jr. [D-MI]",02/07/1990,,,,60,"House - Foreign Affairs, Post Office and Civil Service | Senate - Judiciary",06/18/1990,"Became Public Law No: 101-309."
"S.J.Res. 250",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/250,"101st Congress (1989-1990)",,"A joint resolution designating April 1990 as ""National Recycling Month"".","Sen. Chafee, John H. [R-RI]",02/05/1990,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",04/04/1990,"Became Public Law No: 101-264."
"S.J.Res. 248",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/248,"101st Congress (1989-1990)",,"A joint resolution to designate the month of September 1990 as ""International Visitor's Month"".","Sen. Boschwitz, Rudy [R-MN]",02/01/1990,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",08/15/1990,"Became Public Law No: 101-375."
"S.J.Res. 246",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/246,"101st Congress (1989-1990)",,"A joint resolution calling upon the United Nations to repeal General Assembly Resolution 3379.","Sen. Boschwitz, Rudy [R-MN]",01/31/1990,,,,56,"House - Foreign Affairs | Senate - Foreign Relations",06/29/1990,"Became Public Law No: 101-317."
"S.J.Res. 245",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/245,"101st Congress (1989-1990)",,"A joint resolution designating July 3, 1990, as ""Idaho Centennial Day"".","Sen. McClure, James A. [R-ID]",01/30/1990,,,,57,"House - Post Office and Civil Service | Senate - Judiciary",06/28/1990,"Became Public Law No: 101-314."
"S.J.Res. 243",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/243,"101st Congress (1989-1990)",,"A joint resolution to designate March 25, 1990, as ""Greek Independence Day: A National Day of Celebration of Greek and American Democracy"".","Sen. Lautenberg, Frank R. [D-NJ]",01/30/1990,,,,60,"House - Post Office and Civil Service | Senate - Judiciary",03/20/1990,"Became Public Law No: 101-256."
"S.J.Res. 242",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/242,"101st Congress (1989-1990)",,"A joint resolution designating the week of April 22 through April 28, 1990, as ""National Crime Victims' Rights Week"".","Sen. Thurmond, Strom [R-SC]",01/25/1990,,,,50,"House - Post Office and Civil Service | Senate - Judiciary",04/25/1990,"Became Public Law No: 101-276."
"S.J.Res. 241",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/241,"101st Congress (1989-1990)",,"A joint resolution to designate the week of May 6, 1990 through May 13, 1990, as ""Jewish Heritage Week"".","Sen. D'Amato, Alfonse [R-NY]",01/25/1990,,,,62,"House - Post Office and Civil Service | Senate - Judiciary",05/10/1990,"Became Public Law No: 101-290."
"S.J.Res. 237",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/237,"101st Congress (1989-1990)",,"A joint resolution providing for the commemoration of the 100th anniversary of the birth of Dwight David Eisenhower.","Sen. Dole, Robert J. [R-KS]",01/23/1990,,,,50,"House - House Administration, Post Office and Civil Service, Rules | Senate - Judiciary",03/27/1990,"Became Public Law No: 101-258."
"S.J.Res. 236",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/236,"101st Congress (1989-1990)",,"A joint resolution designating May 6 through 12, 1990, as ""Be Kind to Animals and National Pet Week"".","Sen. Wilson, Pete [R-CA]",01/23/1990,,,,62,"House - Post Office and Civil Service | Senate - Judiciary",05/08/1990,"Became Public Law No: 101-282."
"S.J.Res. 231",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/231,"101st Congress (1989-1990)",,"A joint resolution to designate the week of June 10, 1990, through June 16, 1990, as ""State-Supported Homes for Veterans Week"".","Sen. Grassley, Chuck [R-IA]",11/20/1989,,,,60,"House - Post Office and Civil Service | Senate - Judiciary",06/06/1990,"Became Public Law No: 101-307."
"S.J.Res. 230",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/230,"101st Congress (1989-1990)",,"A joint resolution to designate the period commencing on May 6, 1990 and ending on May 12, 1990 as ""National Drinking Water Week"".","Sen. DeConcini, Dennis [D-AZ]",11/20/1989,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",05/09/1990,"Became Public Law No: 101-285."
"S.J.Res. 229",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/229,"101st Congress (1989-1990)",,"A joint resolution to designate April 1990 as ""National Prevent-A-Litter Month"".","Sen. Cranston, Alan [D-CA]",11/20/1989,,,,55,"House - Post Office and Civil Service | Senate - Judiciary",03/30/1990,"Became Public Law No: 101-261."
"S.J.Res. 227",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/227,"101st Congress (1989-1990)",,"A joint resolution to designate March 11, through March 17, 1990, as ""Deaf Awareness Week"".","Sen. Kasten, Robert W., Jr. [R-WI]",11/16/1989,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",03/13/1990,"Became Public Law No: 101-251."
"S.J.Res. 224",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/224,"101st Congress (1989-1990)",,"A joint resolution to designate the month of May 1990 as ""National Trauma Awareness Month"".","Sen. Byrd, Robert C. [D-WV]",11/07/1989,,,,51,"House - Post Office and Civil Service | Senate - Judiciary",05/10/1990,"Became Public Law No: 101-289."
"S.J.Res. 218",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/218,"101st Congress (1989-1990)",,"A joint resolution to designate the week of December 3, 1989, through December 9, 1989, as ""National American Indian Heritage Week"".","Sen. Inouye, Daniel K. [D-HI]",10/20/1989,,,,51,"Senate - Judiciary",11/28/1989,"Became Public Law No: 101-188."
"S.J.Res. 217",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/217,"101st Congress (1989-1990)",,"A joint resolution to designate the period commencing February 4, 1990, and ending February 10, 1990, as ""National Burn Awareness Week"".","Sen. Wilson, Pete [R-CA]",10/20/1989,,,,60,"House - Post Office and Civil Service | Senate - Judiciary",02/12/1990,"Became Public Law No: 101-242."
"S.J.Res. 215",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/215,"101st Congress (1989-1990)",,"A joint resolution acknowledging the sacrifice that military families have made on behalf of the Nation and designating November 20, 1989, as ""National Military Families Recognition Day"".","Sen. Cochran, Thad [R-MS]",10/16/1989,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",11/17/1989,"Became Public Law No: 101-160."
"S.J.Res. 213",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/213,"101st Congress (1989-1990)",,"A joint resolution to designate October 22 through October 29, 1989, as ""National Red Ribbon Week for a Drug-Free America"".","Sen. Boschwitz, Rudy [R-MN]",10/02/1989,,,,52,"House - Post Office and Civil Service | Senate - Judiciary",10/24/1989,"Became Public Law No: 101-124."
"S.J.Res. 209",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/209,"101st Congress (1989-1990)",,"A joint resolution to designate November 11, 1989, as ""Washington Centennial Day"".","Sen. Adams, Brock [D-WA]",09/28/1989,,,,40,"House - Post Office and Civil Service | Senate - Judiciary",11/09/1989,"Became Public Law No: 101-146."
"S.J.Res. 207",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/207,"101st Congress (1989-1990)",,"A joint resolution approving the location of the Memorial to the Women who served in Vietnam.","Sen. Johnston, J. Bennett [D-LA]",09/26/1989,,,,1,"House - House Administration, Interior and Insular Affairs | Senate - Energy and Natural Resources",11/28/1989,"Became Public Law No: 101-187."
"S.J.Res. 206",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/206,"101st Congress (1989-1990)",,"A joint resolution calling for the United States to encourage immediate negotiations toward a new agreement among Antarctic Treaty Consultative parties, for the full protection of Antarctica as a global ecological commons.","Sen. Gore, Albert, Jr. [D-TN]",09/26/1989,,,,24,"Senate - Foreign Relations",11/16/1990,"Became Public Law No: 101-620."
"S.J.Res. 205",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/205,"101st Congress (1989-1990)",,"A joint resolution designating December 3 through 9, 1989, as ""National Cities Fight Back Against Drugs Week"".","Sen. Biden, Joseph R., Jr. [D-DE]",09/26/1989,,,,24,"House - Post Office and Civil Service | Senate - Judiciary",12/05/1989,"Became Public Law No: 101-197."
"S.J.Res. 203",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/203,"101st Congress (1989-1990)",,"A joint resolution providing for the appointment of Homer Alfred Neal of Michigan as a citizen regent of the Board of Regents of the Smithsonian Institution.","Sen. Moynihan, Daniel Patrick [D-NY]",09/21/1989,,,,1,"House - House Administration | Senate - Rules and Administration",12/07/1989,"Became Public Law No: 101-210."
"S.J.Res. 202",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/202,"101st Congress (1989-1990)",,"A joint resolution providing for the appointment of Robert James Woolsey, Jr. of Maryland as a citizen regent of the Board of Regents of the Smithsonian Institution.","Sen. Moynihan, Daniel Patrick [D-NY]",09/21/1989,,,,1,"House - House Administration | Senate - Rules and Administration",12/07/1989,"Became Public Law No: 101-211."
"S.J.Res. 198",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/198,"101st Congress (1989-1990)",,"A joint resolution designating November 1989 as ""An End to Hunger Education Month"".","Sen. Simon, Paul [D-IL]",09/14/1989,,,,49,"House - Post Office and Civil Service | Senate - Judiciary",11/14/1989,"Became Public Law No: 101-151."
"S.J.Res. 194",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/194,"101st Congress (1989-1990)",,"A joint resolution designating November 12-18, 1989 as ""National Glaucoma Awareness Week"".","Sen. Lautenberg, Frank R. [D-NJ]",08/04/1989,,,,55,"House - Post Office and Civil Service | Senate - Judiciary",11/13/1989,"Became Public Law No: 101-150."
"S.J.Res. 190",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/190,"101st Congress (1989-1990)",,"A joint resolution designating April 9, 1990 as ""National Former Prisoners of War Recognition Day"".","Sen. Heinz, John [R-PA]",08/04/1989,,,,61,"House - Post Office and Civil Service | Senate - Judiciary",04/05/1990,"Became Public Law No: 101-266."
"S.J.Res. 186",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/186,"101st Congress (1989-1990)",,"A joint resolution designating the week of March 1 through March 7, 1990 as ""National Quarter Horse Week"".","Sen. McClure, James A. [R-ID]",08/03/1989,,,,59,"House - Post Office and Civil Service | Senate - Judiciary",02/27/1990,"Became Public Law No: 101-248."
"S.J.Res. 184",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/184,"101st Congress (1989-1990)",,"A joint resolution to designate the periods commencing on November 26, 1989, and ending on December 2, 1989, and commencing on November 25, 1990, and ending on December 1, 1990, as ""National Home Care Week.""","Sen. Hatch, Orrin G. [R-UT]",07/31/1989,,,,56,"House - Post Office and Civil Service | Senate - Judiciary",11/27/1989,"Became Public Law No: 101-176."
"S.J.Res. 181",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/181,"101st Congress (1989-1990)",,"A joint resolution to establish calendar year 1992 as the ""Year of Clean Water"".","Sen. Mitchell, George J. [D-ME]",07/19/1989,,,,52,"House - Post Office and Civil Service | Senate - Judiciary",10/12/1990,"Became Public Law No: 101-424."
"S.J.Res. 177",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/177,"101st Congress (1989-1990)",,"A joint resolution designating October 29, 1989, as ""Fire Safety At Home-Change Your Clock, Change Your Battery Day"".","Sen. Bond, Christopher S. [R-MO]",07/14/1989,,,,56,"House - Post Office and Civil Service | Senate - Judiciary",10/30/1989,"Became Public Law No: 101-135."
"S.J.Res. 164",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/164,"101st Congress (1989-1990)",,"A joint resolution designating 1990 as the ""International Year of Bible Reading"".","Sen. Nickles, Don [R-OK]",06/22/1989,,,,57,"House - Post Office and Civil Service | Senate - Judiciary",12/07/1989,"Became Public Law No: 101-209."
"S.J.Res. 159",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/159,"101st Congress (1989-1990)",,"A joint resolution to designate April 22, 1990 as Earth Day, and to set aside the day for public activities promoting preservation of the global environment.","Sen. Gore, Albert, Jr. [D-TN]",06/20/1989,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",11/28/1989,"Became Public Law No: 101-186."
"S.J.Res. 158",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/158,"101st Congress (1989-1990)",,"A joint resolution designating October 22 through 28, 1989, as ""World Population Awareness Week"".","Sen. Kerry, John F. [D-MA]",06/16/1989,,,,27,"House - Post Office and Civil Service | Senate - Judiciary",10/25/1990,"Became Public Law No: 101-465."
"S.J.Res. 153",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/153,"101st Congress (1989-1990)",,"A joint resolution designating the third week in May 1990 as ""National Tourism Week"".","Sen. Rockefeller, John D., IV [D-WV]",06/07/1989,,,,52,"House - Post Office and Civil Service | Senate - Judiciary",05/09/1990,"Became Public Law No: 101-284."
"S.J.Res. 150",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/150,"101st Congress (1989-1990)",,"A joint resolution to designate August 1, 1989, as ""Helsinki Human Rights Day"".","Sen. DeConcini, Dennis [D-AZ]",06/07/1989,,,,66,"House - Foreign Affairs, Post Office and Civil Service | Senate - Judiciary",08/02/1989,"Became Public Law No: 101-69."
"S.J.Res. 148",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/148,"101st Congress (1989-1990)",,"A joint resolution to designate the week of October 8, 1989, through October 14, 1989, as ""National Job Skills Week"".","Sen. Gore, Albert, Jr. [D-TN]",06/02/1989,,,,51,"House - Post Office and Civil Service | Senate - Judiciary",10/06/1989,"Became Public Law No: 101-114."
"S.J.Res. 146",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/146,"101st Congress (1989-1990)",,"A joint resolution designating the week of September 24, 1989, as ""Religious Freedom Week"".","Sen. Pell, Claiborne [D-RI]",05/31/1989,,,,66,"House - Post Office and Civil Service | Senate - Judiciary",10/02/1989,"Became Public Law No: 101-104."
"S.J.Res. 142",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/142,"101st Congress (1989-1990)",,"A joint resolution designating the week beginning July 23, 1989, as ""Lyme Disease Awareness Week"".","Sen. Lieberman, Joseph I. [D-CT]",05/31/1989,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",07/28/1989,"Became Public Law No: 101-66."
"S.J.Res. 138",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/138,"101st Congress (1989-1990)",,"A joint resolution designating October 16, 1989, and October 16, 1990, as ""World Food Day"".","Sen. Leahy, Patrick J. [D-VT]",05/18/1989,,,,31,"House - Post Office and Civil Service | Senate - Judiciary",10/06/1989,"Became Public Law No: 101-113."
"S.J.Res. 137",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/137,"101st Congress (1989-1990)",,"A joint resolution designating January 7, 1990, through January 13, 1990, as ""National Law Enforcement Training Week"".","Sen. Kasten, Robert W., Jr. [R-WI]",05/18/1989,,,,68,"House - Post Office and Civil Service | Senate - Judiciary",07/25/1989,"Became Public Law No: 101-59."
"S.J.Res. 136",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/136,"101st Congress (1989-1990)",,"A joint resolution designating August 8, 1989, as ""National Neighborhood Crime Watch Day"".","Sen. Specter, Arlen [R-PA]",05/17/1989,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",08/10/1989,"Became Public Law No: 101-75."
"S.J.Res. 133",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/133,"101st Congress (1989-1990)",,"A joint resolution designating October 1989 as ""National Domestic Violence Awareness Month"".","Sen. Specter, Arlen [R-PA]",05/16/1989,,,,57,"House - Post Office and Civil Service | Senate - Judiciary",10/06/1989,"Became Public Law No: 101-112."
"S.J.Res. 132",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/132,"101st Congress (1989-1990)",,"A joint resolution designating September 1 through 30, 1989, as ""National Alcohol and Drug Treatment Month"".","Sen. Sasser, Jim [D-TN]",05/16/1989,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",09/15/1989,"Became Public Law No: 101-96."
"S.J.Res. 131",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/131,"101st Congress (1989-1990)",,"A joint resolution to designate November 1989 as ""National Diabetes Month"".","Sen. Durenberger, Dave [R-MN]",05/16/1989,,,,66,"House - Post Office and Civil Service | Senate - Judiciary",11/09/1989,"Became Public Law No: 101-145."
"S.J.Res. 130",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/130,"101st Congress (1989-1990)",,"A joint resolution designating February 11 through February 17, 1990, as ""Vocational-Technical Education Week"".","Sen. Sarbanes, Paul S. [D-MD]",05/12/1989,,,,62,"House - Post Office and Civil Service | Senate - Judiciary",02/14/1990,"Became Public Law No: 101-245."
"S.J.Res. 129",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/129,"101st Congress (1989-1990)",,"A joint resolution to provide for the designation of September 15, 1989, as ""National POW/MIA Recognition Day"".","Sen. Dole, Robert J. [R-KS]",05/10/1989,,,,56,"House - Post Office and Civil Service | Senate - Judiciary",07/28/1989,"Became Public Law No: 101-65."
"S.J.Res. 128",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/128,"101st Congress (1989-1990)",,"A joint resolution authorizing a first strike ceremony at the United States Capitol for the Bicentennial of the Congress Commemorative Coin.","Sen. Byrd, Robert C. [D-WV]",05/10/1989,,,,2,,06/09/1989,"Became Public Law No: 101-36."
"S.J.Res. 127",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/127,"101st Congress (1989-1990)",,"A joint resolution designating Labor Day Weekend, September 2-4, 1989, as ""National Drive for Life Weekend"".","Sen. Simon, Paul [D-IL]",05/10/1989,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",08/11/1989,"Became Public Law No: 101-80."
"S.J.Res. 126",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/126,"101st Congress (1989-1990)",,"A joint resolution commemorating the bicentennial of the United States Coast Guard.","Sen. Pell, Claiborne [D-RI]",05/10/1989,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",08/11/1989,"Became Public Law No: 101-79."
"S.J.Res. 122",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/122,"101st Congress (1989-1990)",,"A joint resolution to designate October 1989 and 1990 as ""National Down Syndrome Month"".","Sen. Lugar, Richard G. [R-IN]",05/09/1989,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",10/13/1989,"Became Public Law No: 101-117."
"S.J.Res. 120",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/120,"101st Congress (1989-1990)",,"A joint resolution to designate the period commencing November 12, 1989, and ending November 18, 1989, as ""Geography Awareness Week"".","Sen. Bradley, Bill [D-NJ]",05/04/1989,,,,59,"House - Post Office and Civil Service | Senate - Judiciary",11/03/1989,"Became Public Law No: 101-139."
"S.J.Res. 118",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/118,"101st Congress (1989-1990)",,"A joint resolution designating October 6, 1989, as ""German-American Day"".","Sen. Riegle, Donald W., Jr. [D-MI]",05/03/1989,,,,52,"House - Post Office and Civil Service | Senate - Judiciary",10/03/1989,"Became Public Law No: 101-107."
"S.J.Res. 117",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/117,"101st Congress (1989-1990)",,"A joint resolution to designate the week of November 19, 1989 through November 25, 1989 and the week of November 18, 1990 through November 24, 1990, as ""National Family Week"".","Sen. Burdick, Quentin N. [D-ND]",05/03/1989,,,,56,"House - Post Office and Civil Service | Senate - Judiciary",10/06/1989,"Became Public Law No: 101-111."
"S.J.Res. 110",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/110,"101st Congress (1989-1990)",,"A joint resolution designating October 5, 1989, as ""Raoul Wallenberg Day"".","Sen. Simon, Paul [D-IL]",04/19/1989,,,,61,"House - Post Office and Civil Service | Senate - Judiciary",07/27/1989,"Became Public Law No: 101-63."
"S.J.Res. 109",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/109,"101st Congress (1989-1990)",,"A joint resolution to designate the period commencing September 11, 1989, and ending on September 15, 1989, as ""National Historically Black Colleges Week"".","Sen. Thurmond, Strom [R-SC]",04/19/1989,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",09/13/1989,"Became Public Law No: 101-95."
"S.J.Res. 103",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/103,"101st Congress (1989-1990)",,"A joint resolution to designate the period commencing February 18, 1990, and ending February 24, 1990, as ""National Visiting Nurse Associations Week"".","Sen. Bradley, Bill [D-NJ]",04/18/1989,,,,50,"House - Post Office and Civil Service | Senate - Judiciary",02/14/1990,"Became Public Law No: 101-244."
"S.J.Res. 96",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/96,"101st Congress (1989-1990)",,"A joint resolution designating July 2, 1989, as ""National Literacy Day"".","Sen. Lautenberg, Frank R. [D-NJ]",04/05/1989,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",06/30/1989,"Became Public Law No: 101-50."
"S.J.Res. 95",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/95,"101st Congress (1989-1990)",,"A joint resolution to designate the week of September 10, 1989, through September 16, 1989, as ""National Check-Up Week"".","Sen. McClure, James A. [R-ID]",04/04/1989,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",07/21/1989,"Became Public Law No: 101-57."
"S.J.Res. 93",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/93,"101st Congress (1989-1990)",,"A joint resolution to designate October 1989 as ""Polish American Heritage Month"".","Sen. Simon, Paul [D-IL]",04/04/1989,,,,52,"House - Post Office and Civil Service | Senate - Judiciary",07/27/1989,"Became Public Law No: 101-64."
"S.J.Res. 92",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/92,"101st Congress (1989-1990)",,"A joint resolution to invite the houses of worship of this Nation to celebrate the bicentennial of the inauguration of George Washington, the first President of the United States, by ringing bells at 12 noon on Sunday, April 30, 1989.","Sen. Hatfield, Mark O. [R-OR]",04/04/1989,,,,2,"House - Post Office and Civil Service",05/01/1989,"Became Public Law No: 101-20."
"S.J.Res. 87",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/87,"101st Congress (1989-1990)",,"A joint resolution to commend the Governments of Israel and Egypt on the occasion of the tenth anniversary of the Treaty of Peace between Israel and Egypt.","Sen. Boschwitz, Rudy [R-MN]",03/16/1989,,,,6,,03/29/1989,"Became Public Law No: 101-8."
"S.J.Res. 86",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/86,"101st Congress (1989-1990)",,"A joint resolution designating November 17, 1989, as ""National Philanthropy Day"".","Sen. Riegle, Donald W., Jr. [D-MI]",03/16/1989,,,,61,"House - Post Office and Civil Service | Senate - Judiciary",11/03/1989,"Became Public Law No: 101-138."
"S.J.Res. 85",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/85,"101st Congress (1989-1990)",,"A joint resolution to designate the week of July 24 - 30, 1989, as the ""National Week of Recognition and Remembrance for Those Who Served in the Korean War"".","Sen. Armstrong, William L. [R-CO]",03/16/1989,,,,60,"House - Post Office and Civil Service | Senate - Judiciary",07/26/1989,"Became Public Law No: 101-61."
"S.J.Res. 84",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/84,"101st Congress (1989-1990)",,"A joint resolution to designate April 30, 1989, as ""National Society of the Sons of the American Revolution Centennial Day"".","Sen. Hatch, Orrin G. [R-UT]",03/16/1989,,,,24,"House - Post Office and Civil Service | Senate - Judiciary",05/02/1989,"Became Public Law No: 101-22."
"S.J.Res. 81",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/81,"101st Congress (1989-1990)",,"A joint resolution to designate the week of October 1 through 7, 1989, as ""National Health Care Food Service Week"".","Sen. Dixon, Alan J. [D-IL]",03/16/1989,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",10/13/1989,"Became Public Law No: 101-116."
"S.J.Res. 78",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/78,"101st Congress (1989-1990)",,"A joint resolution to designate the month of November 1989 and 1990 as ""National Hospice Month"".","Sen. Bentsen, Lloyd M. [D-TX]",03/15/1989,,,,63,"House - Post Office and Civil Service | Senate - Judiciary",08/11/1989,"Became Public Law No: 101-78."
"S.J.Res. 77",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/77,"101st Congress (1989-1990)",,"A joint resolution recognizing the National Fallen Firefighters' Memorial at the National Fire Academy in Emmitsburg, Maryland, as the official national memorial to volunteer and career firefighters who die in the line of duty.","Sen. Sarbanes, Paul S. [D-MD]",03/09/1989,,,,4,"House - House Administration | Senate - Rules and Administration",08/09/1990,"Became Public Law No: 101-347."
"S.J.Res. 75",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/75,"101st Congress (1989-1990)",,"A joint resolution relating to NASA and the International Space Year.","Sen. Matsunaga, Spark M. [D-HI]",03/09/1989,,,,11,"House - Foreign Affairs, Science, Space and Technology | Senate - Foreign Relations",07/31/1990,"Became Public Law No: 101-339."
"S.J.Res. 73",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/73,"101st Congress (1989-1990)",,"A joint resolution to designate the week beginning October 29, 1989, as ""Gaucher's Disease Awareness Week"".","Sen. Boschwitz, Rudy [R-MN]",03/08/1989,,,,50,"House - Post Office and Civil Service | Senate - Judiciary",11/13/1989,"Became Public Law No: 101-149."
