"Downloaded on",02/17/2020,"12:00:27 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%22102%22%2C%22101%22%2C%22100%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S.J.Res. 220",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/220,"100th Congress (1987-1988)",,"A joint resolution to provide for the extension of certain programs relating to housing and community development, and for other purposes.","Sen. Cranston, Alan [D-CA]",11/13/1987,,,,0,,11/17/1987,"Became Public Law No: 100-170."
"S.J.Res. 218",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/218,"100th Congress (1987-1988)",,"A joint resolution to designate March 25, 1988, as ""Greek Independence Day:  A National Day of Celebration of Greek and American Democracy.""","Sen. Lautenberg, Frank R. [D-NJ]",11/12/1987,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",03/25/1988,"Became Public Law No: 100-266."
"S.J.Res. 216",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/216,"100th Congress (1987-1988)",,"A joint resolution approving the location of the Black Revolutionary War Patriots Memorial.","Sen. Johnston, J. Bennett [D-LA]",11/10/1987,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",03/25/1988,"Became Public Law No: 100-265."
"S.J.Res. 212",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/212,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing May 8, 1988, and ending on May 14, 1988, as ""National Tuberous Sclerosis Awareness Week"".","Sen. Dixon, Alan J. [D-IL]",11/05/1987,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",05/12/1988,"Became Public Law No: 100-316."
"S.J.Res. 209",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/209,"100th Congress (1987-1988)",,"A joint resolution to provide for the extension of certain programs relating to housing and community development, and for other purposes.","Sen. Cranston, Alan [D-CA]",10/27/1987,,,,1,,11/05/1987,"Became Public Law No: 100-154."
"S.J.Res. 206",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/206,"100th Congress (1987-1988)",,"A joint resolution to declare Dennis Chavez Day.","Sen. Domenici, Pete V. [R-NM]",10/20/1987,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",04/06/1988,"Became Public Law No: 100-282."
"S.J.Res. 205",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/205,"100th Congress (1987-1988)",,"A joint resolution expressing the sense of the Congress that United Nations General Assembly Resolution 3379 (XXX) should be overturned, and for other purposes.","Sen. Moynihan, Daniel Patrick [D-NY]",10/20/1987,,,,33,"House - Foreign Affairs | Senate - Foreign Relations",11/17/1987,"Became Public Law No: 100-169."
"S.J.Res. 201",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/201,"100th Congress (1987-1988)",,"A joint resolution to designate January 28, 1988, as ""National Challenger Center Day"" to honor the crew of the space shuttle Challenger.","Sen. Garn, E. J. (Jake) [R-UT]",10/13/1987,,,,67,"House - Post Office and Civil Service | Senate - Judiciary",02/09/1988,"Became Public Law No: 100-244."
"S.J.Res. 198",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/198,"100th Congress (1987-1988)",,"A joint resolution to designate the week beginning on November 2, 1987, and ending November 8, 1987, as ""National Tourette Syndrome Awareness Week"".","Sen. Metzenbaum, Howard M. [D-OH]",10/09/1987,,,,0,"House - Post Office and Civil Service | Senate - Judiciary",10/28/1987,"Became Public Law No: 100-145."
"S.J.Res. 196",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/196,"100th Congress (1987-1988)",,"A joint resolution to designate February 4, 1988, as ""National Women in Sports Day.""","Sen. Packwood, Bob [R-OR]",10/08/1987,,,,50,"House - Post Office and Civil Service | Senate - Judiciary",02/09/1988,"Became Public Law No: 100-243."
"S.J.Res. 192",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/192,"100th Congress (1987-1988)",,"A joint resolution to designate the month of October 1987, as ""National AIDS Awareness and Prevention Month.","Sen. Hatch, Orrin G. [R-UT]",09/28/1987,,,,57,"House - Judiciary, Post Office and Civil Service",11/14/1988,"Became Public Law No: 100-655."
"S.J.Res. 191",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/191,"100th Congress (1987-1988)",,"A joint resolution to provide for the extension of certain programs relating to housing and community development, and for other purposes.","Sen. Cranston, Alan [D-CA]",09/24/1987,,,,1,,09/30/1987,"Became Public Law No: 100-122."
"S.J.Res. 190",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/190,"100th Congress (1987-1988)",,"A joint resolution to authorize and request the President to issue a proclamation designating June 6-12, 1988 as ""National Fishing Week"".","Sen. Wallop, Malcolm [R-WY]",09/22/1987,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",05/06/1988,"Became Public Law No: 100-312."
"S.J.Res. 185",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/185,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing on May 2, 1988, and ending on May 8, 1988, as ""National Drinking Water Week"".","Sen. DeConcini, Dennis [D-AZ]",08/07/1987,,,,55,"House - Post Office and Civil Service | Senate - Judiciary",03/30/1988,"Became Public Law No: 100-272."
"S.J.Res. 175",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/175,"100th Congress (1987-1988)",,"A joint resolution to recognize the efforts of the United States Soccer Federation in bringing the World Cup to the United States in 1994.","Sen. Trible, Paul S., Jr. [R-VA]",07/21/1987,,,,22,"House - Energy and Commerce | Senate - Commerce, Science, and Transportation",08/20/1987,"Became Public Law No: 100-112."
"S.J.Res. 174",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/174,"100th Congress (1987-1988)",,"A joint resolution designating the week beginning November 15, 1987, as ""African American Education Week"".","Sen. Simon, Paul [D-IL]",07/15/1987,,,,49,"House - Post Office and Civil Service | Senate - Judiciary",11/17/1987,"Became Public Law No: 100-168."
"S.J.Res. 172",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/172,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing February 21, 1988, and ending February 27, 1988, as ""National Visiting Nurse Association Week"".","Sen. Bradley, Bill [D-NJ]",07/07/1987,,,,55,"House - Post Office and Civil Service | Senate - Judiciary",02/11/1988,"Became Public Law No: 100-246."
"S.J.Res. 171",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/171,"100th Congress (1987-1988)",,"A joint resolution designating the week beginning November 8, 1987, as ""National Women Veterans Recognition Week"".","Sen. Cranston, Alan [D-CA]",07/07/1987,,,,51,"House - Post Office and Civil Service | Senate - Judiciary",11/06/1987,"Became Public Law No: 100-155."
"S.J.Res. 169",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/169,"100th Congress (1987-1988)",,"A joint resolution designating October 2, 1988, as a national day of recognition for Mohandas K. Gandhi.","Sen. Moynihan, Daniel Patrick [D-NY]",06/30/1987,,,,57,"House - Post Office and Civil Service | Senate - Judiciary",10/03/1988,"Became Public Law No: 100-468."
"S.J.Res. 168",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/168,"100th Congress (1987-1988)",,"A joint resolution designating the week beginning October 25, 1987, as ""National Adult Immunization Awareness Week"".","Sen. Melcher, John [D-MT]",06/26/1987,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",10/28/1987,"Became Public Law No: 100-144."
"S.J.Res. 163",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/163,"100th Congress (1987-1988)",,"A joint resolution to designate the month of November, 1987, as ""National Family Bread Baking Month"".","Sen. Karnes, David K. [R-NE]",06/17/1987,,,,51,"House - Post Office and Civil Service | Senate - Judiciary",10/28/1987,"Became Public Law No: 100-143."
"S.J.Res. 160",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/160,"100th Congress (1987-1988)",,"A joint resolution to designate July 25, 1987, as ""Clean Water Day"".","Sen. Lautenberg, Frank R. [D-NJ]",06/16/1987,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",07/28/1987,"Became Public Law No: 100-79."
"S.J.Res. 157",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/157,"100th Congress (1987-1988)",,"A joint resolution to designate the month of October 1987, as ""Lupus Awareness Month"".","Sen. Gore, Albert, Jr. [D-TN]",06/10/1987,,,,62,"House - Post Office and Civil Service | Senate - Judiciary",08/18/1987,"Became Public Law No: 100-106."
"S.J.Res. 154",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/154,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing on November 15, 1987, and ending on November 22, 1987, as ""National Arts Week"".","Sen. Pell, Claiborne [D-RI]",06/03/1987,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",11/12/1987,"Became Public Law No: 100-163."
"S.J.Res. 151",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/151,"100th Congress (1987-1988)",,"A joint resolution to designate August 1, 1987, as ""Helsinki Human Rights Day"".","Sen. DeConcini, Dennis [D-AZ]",06/02/1987,,,,65,"House - Foreign Affairs, Post Office and Civil Service | Senate - Judiciary",08/04/1987,"Became Public Law No: 100-82."
"S.J.Res. 147",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/147,"100th Congress (1987-1988)",,"A joint resolution designating the week beginning on the third Sunday of September in 1987 and 1988 as ""National Adult Day Care Center Week"".","Sen. Levin, Carl [D-MI]",05/29/1987,,,,58,"Senate - Judiciary",06/23/1988,"Became Public Law No: 100-344."
"S.J.Res. 146",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/146,"100th Congress (1987-1988)",,"A joint resolution designating January 8, 1988, as ""National Skiing Day"".","Sen. Wirth, Timothy [D-CO]",05/29/1987,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",12/11/1987,"Became Public Law No: 100-189."
"S.J.Res. 143",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/143,"100th Congress (1987-1988)",,"A joint resolution to designate April 1988, as ""Fair Housing Month"".","Sen. Specter, Arlen [R-PA]",05/29/1987,,,,49,"House - Post Office and Civil Service | Senate - Judiciary",02/11/1988,"Became Public Law No: 100-248."
"S.J.Res. 142",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/142,"100th Congress (1987-1988)",,"A joint resolution to designate the day of October 1, 1987, as ""National Medical Research Day"".","Sen. Weicker, Lowell P., Jr. [R-CT]",05/29/1987,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",10/08/1987,"Became Public Law No: 100-126."
"S.J.Res. 138",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/138,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing on July 13, 1987, and ending on July 26, 1987, as ""U.S. Olympic Festival-'87 Celebration"", and to designate July 17, 1987, as ""U.S. Olympic Festival-'87 Day"".","Sen. Sanford, Terry [D-NC]",05/28/1987,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",07/15/1987,"Became Public Law No: 100-73."
"S.J.Res. 136",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/136,"100th Congress (1987-1988)",,"A joint resolution to designate the week of December 13, 1987, through December 19, 1987, as ""National Drunk and Drugged Driving Awareness Week"".","Sen. Humphrey, Gordon J. [R-NH]",05/20/1987,,,,50,"House - Post Office and Civil Service | Senate - Judiciary",12/11/1987,"Became Public Law No: 100-188."
"S.J.Res. 135",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/135,"100th Congress (1987-1988)",,"A joint resolution to designate October 1987 as ""Polish American Heritage Month"".","Sen. Simon, Paul [D-IL]",05/20/1987,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",09/28/1987,"Became Public Law No: 100-118."
"S.J.Res. 126",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/126,"100th Congress (1987-1988)",,"A joint resolution to designate March 16, 1988, as ""Freedom of Information Day"".","Sen. Packwood, Bob [R-OR]",05/08/1987,,,,52,"House - Post Office and Civil Service | Senate - Judiciary",03/23/1988,"Became Public Law No: 100-260."
"S.J.Res. 125",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/125,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing on May 9, 1988, and ending on May 15, 1988, as ""National Stuttering Awareness Week"".","Sen. Roth Jr., William V. [R-DE]",05/06/1987,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",03/24/1988,"Became Public Law No: 100-263."
"S.J.Res. 124",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/124,"100th Congress (1987-1988)",,"A joint resolution designating May 10, 1987, through May 16, 1987, as ""Just Say No to Drugs Week"".","Sen. Graham, Bob [D-FL]",05/05/1987,,,,70,"Senate - Judiciary",05/12/1987,"Became Public Law No: 100-37."
"S.J.Res. 122",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/122,"100th Congress (1987-1988)",,"A joint resolution to designate the period commencing on October 18, 1987, and ending on October 24, 1987, as ""Gaucher's Disease Awareness Week"".","Sen. Metzenbaum, Howard M. [D-OH]",05/05/1987,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",02/29/1988,"Became Public Law No: 100-254."
"S.J.Res. 121",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/121,"100th Congress (1987-1988)",,"A joint resolution designating August 11, 1987, as ""National Neighborhood Crime Watch Day"".","Sen. Trible, Paul S., Jr. [R-VA]",05/01/1987,,,,52,"House - Post Office and Civil Service | Senate - Judiciary",08/11/1987,"Became Public Law No: 100-87."
"S.J.Res. 117",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/117,"100th Congress (1987-1988)",,"A joint resolution designating July 2, 1987, as ""National Literacy Day"".","Sen. Lautenberg, Frank R. [D-NJ]",04/23/1987,,,,50,"House - Post Office and Civil Service | Senate - Judiciary",07/06/1987,"Became Public Law No: 100-64."
"S.J.Res. 110",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/110,"100th Congress (1987-1988)",,"A joint resolution to designate October 16, 1987, as ""World Food Day"".","Sen. Leahy, Patrick J. [D-VT]",04/08/1987,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",10/14/1987,"Became Public Law No: 100-129."
"S.J.Res. 109",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/109,"100th Congress (1987-1988)",,"A joint resolution to designate the week beginning October 4, 1987, as ""National School Yearbook Week"".","Sen. Durenberger, Dave [R-MN]",04/08/1987,,,,55,"House - Post Office and Civil Service | Senate - Judiciary",08/18/1987,"Became Public Law No: 100-105."
"S.J.Res. 108",https://www.congress.gov/bill/100th-congress/senate-joint-resolution/108,"100th Congress (1987-1988)",,"A joint resolution to designate October 6, 1987, as ""German-American Day"".","Sen. Lugar, Richard G. [R-IN]",04/08/1987,,,,57,"House - Post Office and Civil Service | Senate - Judiciary",08/18/1987,"Became Public Law No: 100-104."
