"Downloaded on",02/17/2020,"12:01:10 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%2299%22%2C%2298%22%2C%2297%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 1894",https://www.congress.gov/bill/97th-congress/senate-bill/1894,"97th Congress (1981-1982)",,"Indian Mineral Development Act of 1982","Sen. Melcher, John [D-MT]",11/30/1981,,,,3,"House - Interior and Insular Affairs | Senate - Indian Affairs",12/22/1982,"Became Public Law No: 97-382."
"S. 1872",https://www.congress.gov/bill/97th-congress/senate-bill/1872,"97th Congress (1981-1982)",,"An act to provide for a study of grazing phaseout at Capitol Reef National Park, and for other purposes.","Sen. Garn, E. J. (Jake) [R-UT]",11/19/1981,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",10/15/1982,"Became Public Law No: 97-341."
"S. 1838",https://www.congress.gov/bill/97th-congress/senate-bill/1838,"97th Congress (1981-1982)",,"An act for the relief of Cesar Noel Jump.","Sen. Proxmire, William [D-WI]",11/12/1981,,,,2,"House - Judiciary | Senate - Judiciary",01/03/1983,"Became Private Law No: 97-51."
"S. 1808",https://www.congress.gov/bill/97th-congress/senate-bill/1808,"97th Congress (1981-1982)",,"A bill to authorize an Under Secretary of Commerce for Economic Affairs.","Sen. Packwood, Bob [R-OR]",11/04/1981,,,,7,"Senate - Commerce, Science, and Transportation",06/16/1982,"Became Public Law No: 97-195."
"S. 1777",https://www.congress.gov/bill/97th-congress/senate-bill/1777,"97th Congress (1981-1982)",,"A bill relating to the establishment of a permanent boundary for that portion of the Acadia National Park as lies within the town of Isle au Haut, Maine.","Sen. Mitchell, George J. [D-ME]",10/27/1981,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",10/15/1982,"Became Public Law No: 97-335."
"S. 1735",https://www.congress.gov/bill/97th-congress/senate-bill/1735,"97th Congress (1981-1982)",,"A bill to provide for the use and distribution of funds awarded the Pembina Chippewa Indians in dockets numbered 113, 191, 221, and 246 of the Court of Claims.","Sen. Andrews, Mark [R-ND]",10/14/1981,,,,3,"Senate - Indian Affairs",12/31/1982,"Became Public Law No: 97-403."
"S. 1712",https://www.congress.gov/bill/97th-congress/senate-bill/1712,"97th Congress (1981-1982)",,"A bill to extend the time for conducting the referendum with respect to the national marketing quota for wheat for the marketing year beginning June 1, 1982.","Sen. Dole, Robert J. [R-KS]",10/07/1981,,,,0,,10/14/1981,"Became Public Law No: 97-62."
"S. 1698",https://www.congress.gov/bill/97th-congress/senate-bill/1698,"97th Congress (1981-1982)",,"An act to amend the Immigration and Nationality Act to provide preferential treatment in the admission of certain children of United States citizens.","Sen. Denton, Jeremiah [R-AL]",10/01/1981,,,,41,"Senate - Judiciary",10/22/1982,"Became Public Law No: 97-359."
"S. 1687",https://www.congress.gov/bill/97th-congress/senate-bill/1687,"97th Congress (1981-1982)",,"A bill to make a technical amendment to the International Investment Survey Act of 1976.","Sen. Pressler, Larry [R-SD]",09/30/1981,,,,0,"House - Foreign Affairs",10/26/1981,"Became Public Law No: 97-70."
"S. 1681",https://www.congress.gov/bill/97th-congress/senate-bill/1681,"97th Congress (1981-1982)",,"A bill to designate the Southern Nevada Water Project the ""Robert B. Griffith Water Project"".","Sen. Cannon, Howard W. [D-NV]",09/29/1981,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",12/22/1982,"Became Public Law No: 97-381."
"S. 1672",https://www.congress.gov/bill/97th-congress/senate-bill/1672,"97th Congress (1981-1982)",,"An act to expand the membership of the United States Holocaust Memorial Council from sixty to sixty-five and for other purposes.","Sen. Boschwitz, Rudy [R-MN]",09/28/1981,,,,0,"House - House Administration, Interior and Insular Affairs, Post Office and Civil Service | Senate - Judiciary",11/20/1981,"Became Public Law No: 97-84."
"S. 1628",https://www.congress.gov/bill/97th-congress/senate-bill/1628,"97th Congress (1981-1982)",,"A bill to amend the Emergency Fund Act (Act of June 26, 1948, 62 Stat. 1052).","Sen. McClure, James A. [R-ID]",09/16/1981,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",10/01/1982,"Became Public Law No: 97-275."
"S. 1611",https://www.congress.gov/bill/97th-congress/senate-bill/1611,"97th Congress (1981-1982)",,"A bill to amend Public Law 90-553, to authorize the transfer, conveyance, lease and improvement of, and construction on, certain property in the District of Columbia, for use as a headquarters site for an international organization, as sites for governments of foreign countries, and for other purposes.","Sen. Percy, Charles H. [R-IL]",09/11/1981,,,,0,"Senate - Foreign Relations",05/25/1982,"Became Public Law No: 97-186."
"S. 1573",https://www.congress.gov/bill/97th-congress/senate-bill/1573,"97th Congress (1981-1982)",,"An act to exempt the Lake Oswego, Oregon, hydroelectric facility from part I of the Federal Power Act (Act of June 10, 1920) as amended,  and for other purposes.","Sen. Hatfield, Mark O. [R-OR]",07/31/1981,,,,1,"House - Energy and Commerce | Senate - Energy and Natural Resources",10/15/1982,"Became Public Law No: 97-345."
"S. 1551",https://www.congress.gov/bill/97th-congress/senate-bill/1551,"97th Congress (1981-1982)",,"Federal Physicians Comparability Allowance Amendments of 1981","Sen. Mathias, Charles McC., Jr. [R-MD]",07/30/1981,,,,1,"Senate - Governmental Affairs",12/29/1981,"Became Public Law No: 97-141."
"S. 1540",https://www.congress.gov/bill/97th-congress/senate-bill/1540,"97th Congress (1981-1982)",,"A bill to revise the boundaries of the Saratoga National Historical Park in the State of New York, and for other purposes.","Sen. Moynihan, Daniel Patrick [D-NY]",07/29/1981,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",01/12/1983,"Became Public Law No: 97-460."
"S. 1519",https://www.congress.gov/bill/97th-congress/senate-bill/1519,"97th Congress (1981-1982)",,"A bill to designate certain national wildlife refuge lands.","Sen. Tsongas, Paul E. [D-MA]",07/27/1981,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",06/30/1982,"Became Public Law No: 97-211."
"S. 1501",https://www.congress.gov/bill/97th-congress/senate-bill/1501,"97th Congress (1981-1982)",,"Educational Mining Act of 1982","Sen. Stevens, Ted [R-AK]",07/17/1981,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",01/03/1983,"Became Public Law No: 97-406."
"S. 1493",https://www.congress.gov/bill/97th-congress/senate-bill/1493,"97th Congress (1981-1982)",,"A bill to deauthorize several projects within the jurisdiction of the Army Corps of Engineers.","Sen. Abdnor, James [R-SD]",07/16/1981,,,,2,"Senate - Environment and Public Works",12/29/1981,"Became Public Law No: 97-128."
"S. 1475",https://www.congress.gov/bill/97th-congress/senate-bill/1475,"97th Congress (1981-1982)",,"A bill to amend the expiration date of section 252 of the Energy Policy and Conservation Act.","Sen. McClure, James A. [R-ID]",07/14/1981,,,,1,"House - Energy and Commerce | Senate - Energy and Natural Resources",09/30/1981,"Became Public Law No: 97-50."
"S. 1444",https://www.congress.gov/bill/97th-congress/senate-bill/1444,"97th Congress (1981-1982)",,"A bill to authorize the Administrator of General Services to donate to State and local governments certain Federal personal property loaned to them for civil defense use, and for other purposes.","Sen. Thurmond, Strom [R-SC]",07/08/1981,,,,4,"Senate - Governmental Affairs",12/22/1982,"Became Public Law No: 97-380."
"S. 1409",https://www.congress.gov/bill/97th-congress/senate-bill/1409,"97th Congress (1981-1982)",,"A bill to authorize the Secretary of the Interior to construct, operate, and maintain modifications of the existing Buffalo Bill Dam and Reservoir, Shoshone project, Pick-Sloan Missouri Basin program, Wyoming, and for other purposes.","Sen. Wallop, Malcolm [R-WY]",06/23/1981,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",10/12/1982,"Became Public Law No: 97-293."
"S. 1395",https://www.congress.gov/bill/97th-congress/senate-bill/1395,"97th Congress (1981-1982)",,"A bill to extend the time for conducting the referendum with respect to the national marketing quota for wheat for the marketing year beginning June 1, 1982, and to eliminate the requirement that the Secretary of Agriculture waive interest on loans made on 1980 and 1981 crops of wheat and feed grains placed in the farmer-held grain reserve.","Sen. Helms, Jesse [R-NC]",06/19/1981,,,,5,"Senate - Agriculture, Nutrition, and Forestry",07/23/1981,"Became Public Law No: 97-24."
"S. 1364",https://www.congress.gov/bill/97th-congress/senate-bill/1364,"97th Congress (1981-1982)",,"A bill for the relief of Jose Ramon Beltron Aivenda Ostler.","Sen. Hatch, Orrin G. [R-UT]",06/11/1981,,,,0,"House - Judiciary | Senate - Judiciary",01/03/1983,"Became Private Law No: 97-50."
"S. 1340",https://www.congress.gov/bill/97th-congress/senate-bill/1340,"97th Congress (1981-1982)",,"A bill to provide for the use and distribution of Clallam judgement funds in Docket No. 134 before the Indian Claims Commission, and for other purposes.","Sen. Gorton, Slade [R-WA]",06/08/1981,,,,1,"House - Interior and Insular Affairs | Senate - Indian Affairs",12/31/1982,"Became Public Law No: 97-402."
"S. 1322",https://www.congress.gov/bill/97th-congress/senate-bill/1322,"97th Congress (1981-1982)",,"An act to designate the United States Department of Agriculture Boll Weevil Research Laboratory building, located adjacent to the campus of Mississippi State University, Starkville, Mississippi, as the ""Robey Wentworth Harned Laboratory""; to extend the delay in making any adjustment in the price support level for milk; and to extend the time for conducting the referenda with respect to the national marketing quotas for wheat and upland cotton.","Sen. Cochran, Thad [R-MS]",06/03/1981,,,,1,"Senate - Agriculture, Nutrition, and Forestry",11/13/1981,"Became Public Law No: 97-77."
"S. 1278",https://www.congress.gov/bill/97th-congress/senate-bill/1278,"97th Congress (1981-1982)",,"Saccharin Study and Labeling Act Amendment of 1981","Sen. Hatch, Orrin G. [R-UT]",05/21/1981,,,,3,"Senate - Labor and Human Resources",08/14/1981,"Became Public Law No: 97-42."
"S. 1230",https://www.congress.gov/bill/97th-congress/senate-bill/1230,"97th Congress (1981-1982)",,"Olympic Commemorative Coin Act","Sen. Cranston, Alan [D-CA]",05/20/1981,,,,21,"House - Banking, Finance, and Urban Affrs | Senate - Banking, Housing, and Urban Affairs",07/22/1982,"Became Public Law No: 97-220."
"S. 1224",https://www.congress.gov/bill/97th-congress/senate-bill/1224,"97th Congress (1981-1982)",,"A bill to amend the provisions of title 39, United States Code, relating to the use of the frank, and for other purposes.","Sen. Stevens, Ted [R-AK]",05/19/1981,,,,2,"House - Post Office and Civil Service | Senate - Governmental Affairs",10/26/1981,"Became Public Law No: 97-69."
"S. 1213",https://www.congress.gov/bill/97th-congress/senate-bill/1213,"97th Congress (1981-1982)",,"An original bill to amend Title I of the Marine Protection, Research, and Sanctuaries Act, as amended.","Sen. Chafee, John H. [R-RI]",05/15/1981,,,,0,"Senate - Environment and Public Works",06/23/1981,"Became Public Law No: 97-16."
"S. 1211",https://www.congress.gov/bill/97th-congress/senate-bill/1211,"97th Congress (1981-1982)",,"An act to amend the Toxic Substances Control Act to authorize appropriations for fiscal years 1982 and 1983.","Sen. Gorton, Slade [R-WA]",05/15/1981,,,,0,"Senate - Environment and Public Works",12/29/1981,"Became Public Law No: 97-129."
"S. 1210",https://www.congress.gov/bill/97th-congress/senate-bill/1210,"97th Congress (1981-1982)",,"An act to authorize appropriations for the operations of the Office of Environmental Quality and the Council on Environmental Quality during fiscal years 1982, 1983, and 1984, and withdraw certain lands within the Mount Baker-Snoqualmie National Forest from leasing under mineral and geothermal leasing laws.","Sen. Gorton, Slade [R-WA]",05/15/1981,,,,0,"Senate - Environment and Public Works",10/18/1982,"Became Public Law No: 97-350."
"S. 1209",https://www.congress.gov/bill/97th-congress/senate-bill/1209,"97th Congress (1981-1982)",,"An original bill authorizing appropriations to the Secretary of the Interior for services necessary to the nonperforming arts functions of the John F. Kennedy Center for the Performing Arts, and for other purposes.","Sen. Stafford, Robert T. [R-VT]",05/15/1981,,,,0,"Senate - Environment and Public Works",11/03/1981,"Became Public Law No: 97-73."
"S. 1196",https://www.congress.gov/bill/97th-congress/senate-bill/1196,"97th Congress (1981-1982)",,"International Security and Development Cooperation Act of 1981","Sen. Percy, Charles H. [R-IL]",05/15/1981,,,,0,"Senate - Foreign Relations",12/29/1981,"Became Public Law No: 97-113."
"S. 1193",https://www.congress.gov/bill/97th-congress/senate-bill/1193,"97th Congress (1981-1982)",,"An original bill to authorize appropriations for fiscal years 1982 and 1983 for the Department of State, the International Communications Agency, and the Board for International Broadcasting, and for other purposes.","Sen. Percy, Charles H. [R-IL]",05/15/1981,,,,0,"Senate - Foreign Relations",08/24/1982,"Became Public Law No: 97-241."
"S. 1192",https://www.congress.gov/bill/97th-congress/senate-bill/1192,"97th Congress (1981-1982)",,"Union Station Redevelopment Act of 1981","Sen. Packwood, Bob [R-OR]",05/15/1981,,,,0,"Senate - Environment and Public Works, Commerce, Science, and Transportation",12/29/1981,"Became Public Law No: 97-125."
"S. 1191",https://www.congress.gov/bill/97th-congress/senate-bill/1191,"97th Congress (1981-1982)",,"An act to extend for three additional years the provisions of the Fishermen's Protective Act of 1967 relating to the reimbursement of United States commercial fishermen for certain losses incurred incident to the seizure of their vessels by foreign nations; and for other purposes.","Sen. Packwood, Bob [R-OR]",05/15/1981,,,,0,"Senate - Commerce, Science, and Transportation",10/26/1981,"Became Public Law No: 97-68."
"S. 1181",https://www.congress.gov/bill/97th-congress/senate-bill/1181,"97th Congress (1981-1982)",,"Uniformed Services Pay Act of 1981","Sen. Jepsen, Roger W. [R-IA]",05/14/1981,,,,8,"Senate - Armed Services",10/14/1981,"Became Public Law No: 97-60."
"S. 1133",https://www.congress.gov/bill/97th-congress/senate-bill/1133,"97th Congress (1981-1982)",,"An original bill to amend the National Advisory Committee on Oceans and Atmosphere Act of 1977 to authorize appropriations to carry out the provisions of such Act for fiscal year 1982, and for other purposes.","Sen. Packwood, Bob [R-OR]",05/07/1981,,,,0,"Senate - Commerce, Science, and Transportation",12/01/1981,"Became Public Law No: 97-87."
"S. 1131",https://www.congress.gov/bill/97th-congress/senate-bill/1131,"97th Congress (1981-1982)",,"Prompt Payment Act","Sen. Danforth, John C. [R-MO]",05/06/1981,,,,65,"House - Government Operations | Senate - Governmental Affairs",05/21/1982,"Became Public Law No: 97-177."
"S. 1124",https://www.congress.gov/bill/97th-congress/senate-bill/1124,"97th Congress (1981-1982)",,"An original bill to authorize the Sergeant at Arms and Doorkeeper of the Senate subject to the approval of the Committee on Rules and Administration, to enter into contracts which provide for the making of advance payments for computer programming services.","Sen. Mathias, Charles McC., Jr. [R-MD]",05/06/1981,,,,0,"House - House Administration | Senate - Rules and Administration",07/06/1981,"Became Public Law No: 97-20."
"S. 1123",https://www.congress.gov/bill/97th-congress/senate-bill/1123,"97th Congress (1981-1982)",,"An original bill to permit certain funds allocated for official expenses of Senators to be utilized to procure additional office equipment.","Sen. Mathias, Charles McC., Jr. [R-MD]",05/06/1981,,,,0,"House - House Administration | Senate - Rules and Administration",07/06/1981,"Became Public Law No: 97-19."
"S. 1119",https://www.congress.gov/bill/97th-congress/senate-bill/1119,"97th Congress (1981-1982)",,"A bill to correct the boundary of Crater Lake National Park in the State of Oregon, and for other purposes.","Sen. Hatfield, Mark O. [R-OR]",05/06/1981,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",09/08/1982,"Became Public Law No: 97-250."
"S. 1104",https://www.congress.gov/bill/97th-congress/senate-bill/1104,"97th Congress (1981-1982)",,"A bill to amend the International Investment Survey Act of 1976 to provide an authorization for further appropriations, to avoid unnecessary duplication of certain surveys, and for other purposes.","Sen. Pressler, Larry [R-SD]",05/04/1981,,,,0,"Senate - Commerce, Science, and Transportation",08/07/1981,"Became Public Law No: 97-33."
"S. 1098",https://www.congress.gov/bill/97th-congress/senate-bill/1098,"97th Congress (1981-1982)",,"National Aeronautics and Space Administration Authorization Act, 1982","Sen. Packwood, Bob [R-OR]",05/04/1981,,,,1,"Senate - Commerce, Science, and Transportation",12/21/1981,"Became Public Law No: 97-96."
"S. 1093",https://www.congress.gov/bill/97th-congress/senate-bill/1093,"97th Congress (1981-1982)",,"A bill for the relief of Sandra Reyes Pellecer.","Sen. Packwood, Bob [R-OR]",05/04/1981,,,,0,"House - Judiciary | Senate - Judiciary",05/04/1982,"Became Private Law No: 97-15."
"S. 1086",https://www.congress.gov/bill/97th-congress/senate-bill/1086,"97th Congress (1981-1982)",,"Older Americans Act Amendments of 1981","Sen. Denton, Jeremiah [R-AL]",04/30/1981,,,,6,"Senate - Labor and Human Resources",12/29/1981,"Became Public Law No: 97-115."
"S. 1070",https://www.congress.gov/bill/97th-congress/senate-bill/1070,"97th Congress (1981-1982)",,"Youth Employment Demonstration Amendments of 1981","Sen. Quayle, Dan [R-IN]",04/30/1981,,,,0,"Senate - Labor and Human Resources",06/16/1981,"Became Public Law No: 97-14."
"S. 1040",https://www.congress.gov/bill/97th-congress/senate-bill/1040,"97th Congress (1981-1982)",,"A bill to amend the District of Columbia Self-Government and Governmental Reorganization Act to increase the amount authorized to be appropriated as the annual Federal payment to the District of Columbia.","Sen. Mathias, Charles McC., Jr. [R-MD]",04/29/1981,,,,0,"Senate - Governmental Affairs",08/06/1981,"Became Public Law No: 97-30."
"S. 1033",https://www.congress.gov/bill/97th-congress/senate-bill/1033,"97th Congress (1981-1982)",,"A bill granting the consent of Congress to the agreement between the States of North Carolina and South Carolina establishing their lateral seaward boundary.","Sen. Hollings, Ernest F. [D-SC]",04/29/1981,,,,3,"House - Judiciary | Senate - Judiciary",10/09/1981,"Became Public Law No: 97-59."
"S. 1018",https://www.congress.gov/bill/97th-congress/senate-bill/1018,"97th Congress (1981-1982)",,"Coastal Barrier Resources Act","Sen. Chafee, John H. [R-RI]",04/28/1981,,,,58,"Senate - Environment and Public Works",10/18/1982,"Became Public Law No: 97-348."
"S. 1003",https://www.congress.gov/bill/97th-congress/senate-bill/1003,"97th Congress (1981-1982)",,"An act to amend title III of the Marine Protection, Research, and Sanctuaries Act of 1972, as amended, to authorize appropriations for such title for fiscal years 1982 and 1983, and for other purposes.","Sen. Packwood, Bob [R-OR]",04/23/1981,,,,0,"House - Merchant Marine and Fisheries | Senate - Commerce, Science, and Transportation",12/26/1981,"Became Public Law No: 97-109."
"S. 1000",https://www.congress.gov/bill/97th-congress/senate-bill/1000,"97th Congress (1981-1982)",,"Independent Safety Board Act Amendments of 1981","Sen. Packwood, Bob [R-OR]",04/23/1981,,,,0,"Senate - Commerce, Science, and Transportation",11/03/1981,"Became Public Law No: 97-74."
"S. 999",https://www.congress.gov/bill/97th-congress/senate-bill/999,"97th Congress (1981-1982)",,"An act to amend the Earthquake Hazards Reduction Act of 1977 and the Federal Fire Prevention and Control Act of 1974 to authorize the appropriation of funds to the Director of the Federal Emergency Management Agency to carry out the earthquake hazards reduction programs and the fire prevention and control program, and for other purposes.","Sen. Packwood, Bob [R-OR]",04/23/1981,,,,0,"Senate - Commerce, Science, and Transportation",11/20/1981,"Became Public Law No: 97-80."
"S. 923",https://www.congress.gov/bill/97th-congress/senate-bill/923,"97th Congress (1981-1982)",,"Pretrial Services Act of 1982","Sen. Biden, Joseph R., Jr. [D-DE]",04/08/1981,,,,1,"Senate - Judiciary",09/27/1982,"Became Public Law No: 97-267."
"S. 917",https://www.congress.gov/bill/97th-congress/senate-bill/917,"97th Congress (1981-1982)",,"Veterans' Disability Compensation, Housing, and Memorial Benefits Amendments of 1981","Sen. Simpson, Alan K. [R-WY]",04/08/1981,,,,11,"Senate - Veterans' Affairs",10/17/1981,"Became Public Law No: 97-66."
"S. 907",https://www.congress.gov/bill/97th-congress/senate-bill/907,"97th Congress (1981-1982)",,"An act to amend sections 351 and 1751 of title 18 of the United States Code to provide penalties for crimes against Cabinet officers, Supreme Court Justices, and Presidential staff members, and for other purposes.","Sen. Thurmond, Strom [R-SC]",04/08/1981,,,,1,"House - Judiciary | Senate - Judiciary",10/06/1982,"Became Public Law No: 97-285."
"S. 896",https://www.congress.gov/bill/97th-congress/senate-bill/896,"97th Congress (1981-1982)",,"A bill to designate the control tower at Memphis International Airport the Omlie Tower.","Sen. Baker, Howard H., Jr. [R-TN]",04/07/1981,,,,1,"House - Public Works and Transportation | Senate - Commerce, Science, and Transportation",06/21/1982,"Became Public Law No: 97-197."
"S. 892",https://www.congress.gov/bill/97th-congress/senate-bill/892,"97th Congress (1981-1982)",,"A bill to amend the Federal Grant and Cooperative Agreement Act.","Sen. Roth Jr., William V. [R-DE]",04/07/1981,,,,1,"House - Government Operations | Senate - Governmental Affairs",04/01/1982,"Became Public Law No: 97-162."
"S. 884",https://www.congress.gov/bill/97th-congress/senate-bill/884,"97th Congress (1981-1982)",,"Agriculture and Food Act of 1981","Sen. Helms, Jesse [R-NC]",04/07/1981,,,,3,"Senate - Agriculture, Nutrition, and Forestry",12/22/1981,"Became Public Law No: 97-98."
"S. 881",https://www.congress.gov/bill/97th-congress/senate-bill/881,"97th Congress (1981-1982)",,"Small Business Innovation Development Act of 1982","Sen. Rudman, Warren [R-NH]",04/07/1981,,,,84,"Senate - Small Business",07/22/1982,"Became Public Law No: 97-219."
"S. 875",https://www.congress.gov/bill/97th-congress/senate-bill/875,"97th Congress (1981-1982)",,"A bill to authorize the generation of electrical power at Palo Verde Irrigation District Diversion Dam, California.","Sen. Hayakawa, Samuel Ichiye [R-CA]",04/02/1981,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",08/14/1981,"Became Public Law No: 97-41."
"S. 840",https://www.congress.gov/bill/97th-congress/senate-bill/840,"97th Congress (1981-1982)",,"A bill to continue in effect any authority provided under the Department of Justice Appropriation Authorization Act, Fiscal Year 1980, for a certain period.","Sen. Thurmond, Strom [R-SC]",03/31/1981,,,,0,"House - Judiciary",04/09/1981,"Became Public Law No: 97-7."
"S. 835",https://www.congress.gov/bill/97th-congress/senate-bill/835,"97th Congress (1981-1982)",,"An act for the relief of Jerry L. Crow and Ralph D. and Connie V. Hubbell.","Sen. Stevens, Ted [R-AK]",03/31/1981,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",01/03/1983,"Became Private Law No: 97-49."
"S. 831",https://www.congress.gov/bill/97th-congress/senate-bill/831,"97th Congress (1981-1982)",,"Coast Guard Authorization Act of 1982","Sen. Packwood, Bob [R-OR]",03/31/1981,,,,0,"Senate - Commerce, Science, and Transportation",12/29/1981,"Became Public Law No: 97-136."
"S. 823",https://www.congress.gov/bill/97th-congress/senate-bill/823,"97th Congress (1981-1982)",,"A bill to provide for the payment of losses incurred as a result of the ban on the use of the chemical Tris in apparel, in fabric, yarn, or fiber, and for other purposes.","Sen. Thurmond, Strom [R-SC]",03/27/1981,,,,8,"House - Judiciary | Senate - Judiciary",12/30/1982,"Became Public Law No: 97-395."
"S. 816",https://www.congress.gov/bill/97th-congress/senate-bill/816,"97th Congress (1981-1982)",,"An act to amend the Clayton Act to modify the amount of damages payable to foreign states and instrumentalities of foreign states which sue for violations of the antitrust laws.","Sen. Thurmond, Strom [R-SC]",03/26/1981,,,,24,"House - Judiciary | Senate - Judiciary",12/29/1982,"Became Public Law No: 97-393."
"S. 815",https://www.congress.gov/bill/97th-congress/senate-bill/815,"97th Congress (1981-1982)",,"Department of Defense Authorization Act, 1982","Sen. Tower, John G. [R-TX]",03/26/1981,,,,1,"Senate - Armed Services",12/01/1981,"Became Public Law No: 97-86."
"S. 764",https://www.congress.gov/bill/97th-congress/senate-bill/764,"97th Congress (1981-1982)",,"A act to provide for protection of the John Sack cabin, Targhee National Forest in the State of Idaho.","Sen. McClure, James A. [R-ID]",03/23/1981,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",12/20/1982,"Became Public Law No: 97-374."
"S. 736",https://www.congress.gov/bill/97th-congress/senate-bill/736,"97th Congress (1981-1982)",,"Lacey Act Amendments of 1981","Sen. Chafee, John H. [R-RI]",03/19/1981,,,,14,"House - Merchant Marine and Fisheries | Senate - Environment and Public Works, Judiciary",11/16/1981,"Became Public Law No: 97-79."
"S. 734",https://www.congress.gov/bill/97th-congress/senate-bill/734,"97th Congress (1981-1982)",,"Export Trading Company Act of 1982","Sen. Heinz, John [R-PA]",03/18/1981,,,,41,"House - Banking, Finance, and Urban Affrs, Foreign Affairs, Judiciary | Senate - Banking, Housing, and Urban Affairs",10/08/1982,"Became Public Law No: 97-290."
"S. 730",https://www.congress.gov/bill/97th-congress/senate-bill/730,"97th Congress (1981-1982)",,"An act to ensure necessary funds for the implementation of the Federal Corp Insurance Act of 1980.","Sen. Huddleston, Walter (Dee) [D-KY]",03/17/1981,,,,2,"Senate - Agriculture, Nutrition, and Forestry",05/22/1981,"Became Public Law No: 97-11."
"S. 717",https://www.congress.gov/bill/97th-congress/senate-bill/717,"97th Congress (1981-1982)",,"A bill for the relief of Carole Joy Maxfield-Raynor and Bruce Sherlock Maxfield-Raynor, wife and husband, and their children:  Charlton Bruce Maxfield-Raynor and Maxine Anne Maxfield-Raynor.","Sen. Ford, Wendell H. [D-KY]",03/17/1981,,,,0,"House - Judiciary | Senate - Judiciary",01/03/1983,"Became Private Law No: 97-48."
"S. 705",https://www.congress.gov/bill/97th-congress/senate-bill/705,"97th Congress (1981-1982)",,"A bill to authorize the Secretary of Agriculture to convey certain National Forest System Lands, and for other purposes.","Sen. Domenici, Pete V. [R-NM]",03/12/1981,,,,3,"House - Agriculture, Interior and Insular Affairs | Senate - Agriculture, Nutrition, and Forestry, Energy and Natural Resources",01/12/1983,"Became Public Law No: 97-465."
"S. 694",https://www.congress.gov/bill/97th-congress/senate-bill/694,"97th Congress (1981-1982)",,"Department of Defense Supplemental Authorization Act, 1981","Sen. Tower, John G. [R-TX]",03/12/1981,,,,1,"Senate - Armed Services",08/14/1981,"Became Public Law No: 97-39."
"S. 691",https://www.congress.gov/bill/97th-congress/senate-bill/691,"97th Congress (1981-1982)",,"Piracy and Counterfeiting Amendments Act of 1982","Sen. Thurmond, Strom [R-SC]",03/12/1981,,,,0,"House - Judiciary | Senate - Judiciary",05/24/1982,"Became Public Law No: 97-180."
"S. 657",https://www.congress.gov/bill/97th-congress/senate-bill/657,"97th Congress (1981-1982)",,"A bill to designate the Department of Commerce Building in Washington, the District of Columbia, as the ""Herbert Clark Hoover Department of Commerce Building.""","Sen. Hatfield, Mark O. [R-OR]",03/10/1981,,,,7,"House - Public Works and Transportation | Senate - Environment and Public Works",12/29/1981,"Became Public Law No: 97-120."
"S. 640",https://www.congress.gov/bill/97th-congress/senate-bill/640,"97th Congress (1981-1982)",,"An act to amend the District of Columbia Self-Government and Governmental Reorganization Act to extend the authority of the Mayor to accept certain interim loans from the United States and to extend the authority of the Secretary of the Treasury to make such loans.","Sen. Mathias, Charles McC., Jr. [R-MD]",03/06/1981,,,,0,"Senate - Governmental Affairs",08/14/1981,"Became Public Law No: 97-40."
"S. 634",https://www.congress.gov/bill/97th-congress/senate-bill/634,"97th Congress (1981-1982)",,"A bill to authorize the exchange of certain lands in Idaho and Wyoming.","Sen. McClure, James A. [R-ID]",03/05/1981,,,,3,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",04/06/1982,"Became Public Law No: 97-168."
"S. 625",https://www.congress.gov/bill/97th-congress/senate-bill/625,"97th Congress (1981-1982)",,"A bill to revise the boundary of Voyageurs National Park in the State of Minnesota, and for other purposes.","Sen. Durenberger, Dave [R-MN]",03/05/1981,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",01/03/1983,"Became Public Law No: 97-405."
