"Downloaded on",02/17/2020,"11:59:34 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%22108%22%2C%22107%22%2C%22106%22%2C%22105%22%2C%22104%22%2C%22103%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 349",https://www.congress.gov/bill/104th-congress/senate-bill/349,"104th Congress (1995-1996)",,"A bill to reauthorize appropriations for the Navajo-Hopi Relocation Housing Program.","Sen. McCain, John [R-AZ]",02/02/1995,,,,1,"House - Resources | Senate - Indian Affairs",06/21/1995,"Became Public Law No: 104-15."
"S. 342",https://www.congress.gov/bill/104th-congress/senate-bill/342,"104th Congress (1995-1996)",,"Cache La Poudre River Corridor Act","Sen. Brown, Hank [R-CO]",02/02/1995,,,,0,"Senate - Energy and Natural Resources",10/19/1996,"Became Public Law No: 104-323."
"S. 273",https://www.congress.gov/bill/104th-congress/senate-bill/273,"104th Congress (1995-1996)",,"A bill to amend section 61h-6, of title 2, United States Code.","Sen. Dole, Robert J. [R-KS]",01/24/1995,,,,0,,02/09/1995,"Became Public Law No: 104-2."
"S. 268",https://www.congress.gov/bill/104th-congress/senate-bill/268,"104th Congress (1995-1996)",,"A bill to authorize the collection of fees for expenses for triploid grass carp certification inspections, and for other purposes.","Sen. Bumpers, Dale [D-AR]",01/24/1995,,,,1,"House - Resources | Senate - Environment and Public Works",11/01/1995,"Became Public Law No: 104-40."
"S. 257",https://www.congress.gov/bill/104th-congress/senate-bill/257,"104th Congress (1995-1996)",,"A bill to amend the charter of the Veterans of Foreign Wars to make eligible for membership those veterans that have served within the territorial limits of South Korea.","Sen. Dole, Robert J. [R-KS]",01/20/1995,,,,6,"House - Judiciary | Senate - Judiciary",03/07/1995,"Became Public Law No: 104-3."
"S. 244",https://www.congress.gov/bill/104th-congress/senate-bill/244,"104th Congress (1995-1996)",,"Paperwork Reduction Act of 1995","Sen. Nunn, Sam [D-GA]",01/19/1995,,,,33,"Senate - Governmental Affairs",05/22/1995,"Became Public Law No: 104-13."
"S. 227",https://www.congress.gov/bill/104th-congress/senate-bill/227,"104th Congress (1995-1996)",,"Digital Performance Right in Sound Recordings Act of 1995","Sen. Hatch, Orrin G. [R-UT]",01/13/1995,,,,5,"Senate - Judiciary",11/01/1995,"Became Public Law No: 104-39."
"S. 178",https://www.congress.gov/bill/104th-congress/senate-bill/178,"104th Congress (1995-1996)",,"CFTC Reauthorization Act of 1995","Sen. Lugar, Richard G. [R-IN]",01/09/1995,,,,1,"Senate - Agriculture, Nutrition, and Forestry",04/21/1995,"Became Public Law No: 104-9."
"S. 39",https://www.congress.gov/bill/104th-congress/senate-bill/39,"104th Congress (1995-1996)",,"Sustainable Fisheries Act","Sen. Stevens, Ted [R-AK]",01/04/1995,,,,8,"Senate - Commerce, Science, and Transportation",10/11/1996,"Became Public Law No: 104-297."
"S. 4",https://www.congress.gov/bill/104th-congress/senate-bill/4,"104th Congress (1995-1996)",,"Line Item Veto Act","Sen. Dole, Robert J. [R-KS]",01/04/1995,,,,29,"Senate - Budget, Governmental Affairs",04/09/1996,"Became Public Law No: 104-130."
"S. 2",https://www.congress.gov/bill/104th-congress/senate-bill/2,"104th Congress (1995-1996)",,"Congressional Accountability Act of 1995","Sen. Grassley, Chuck [R-IA]",01/04/1995,,,,39,,01/23/1995,"Became Public Law No: 104-1."
"S. 1",https://www.congress.gov/bill/104th-congress/senate-bill/1,"104th Congress (1995-1996)",,"Unfunded Mandates Reform Act of 1995","Sen. Kempthorne, Dirk [R-ID]",01/04/1995,,,,60,"Senate - Budget, Governmental Affairs",03/22/1995,"Became Public Law No: 104-4."
"S.J.Res. 64",https://www.congress.gov/bill/104th-congress/senate-joint-resolution/64,"104th Congress (1995-1996)",,"A joint resolution to commend Operation Sail for its advancement of brotherhood among nations, its continuing commemoration of the history of the United States, and its nurturing of young cadets through training in seamanship.","Sen. Dodd, Christopher J. [D-CT]",09/24/1996,,,,24,,10/09/1996,"Became Public Law No: 104-282."
"S.J.Res. 53",https://www.congress.gov/bill/104th-congress/senate-joint-resolution/53,"104th Congress (1995-1996)",,"A joint resolution making corrections to Public Law 104-134.","Sen. Hatfield, Mark O. [R-OR]",04/29/1996,,,,1,,05/02/1996,"Became Public Law No: 104-140."
"S.J.Res. 38",https://www.congress.gov/bill/104th-congress/senate-joint-resolution/38,"104th Congress (1995-1996)",,"A joint resolution granting the consent of Congress to the Vermont-New Hampshire Interstate Public Water Supply Compact.","Sen. Leahy, Patrick J. [D-VT]",09/29/1995,,,,3,"House - Judiciary | Senate - Judiciary",04/01/1996,"Became Public Law No: 104-126."
"S.J.Res. 20",https://www.congress.gov/bill/104th-congress/senate-joint-resolution/20,"104th Congress (1995-1996)",,"A joint resolution granting the consent of Congress to the compact to provide for joint natural resource management and enforcement of laws and regulations pertaining to natural resources and boating at the Jennings Randolph Lake Project lying in Garrett County, Maryland and Mineral County, West Virginia, entered into between the States of West Virginia and Maryland.","Sen. Sarbanes, Paul S. [D-MD]",01/18/1995,,,,3,"House - Judiciary | Senate - Judiciary",08/06/1996,"Became Public Law No: 104-176."
"S. 2534",https://www.congress.gov/bill/103rd-congress/senate-bill/2534,"103rd Congress (1993-1994)",,"Base Closure Community Redevelopment and Homeless Assistance Act of 1994","Sen. Mitchell, George J. [D-ME]",10/06/1994,,,,20,,10/25/1994,"Became Public Law No: 103-421."
"S. 2500",https://www.congress.gov/bill/103rd-congress/senate-bill/2500,"103rd Congress (1993-1994)",,"Sheep Promotion, Research, and Information Act of 1994","Sen. Leahy, Patrick J. [D-VT]",10/04/1994,,,,17,,10/22/1994,"Became Public Law No: 103-407."
"S. 2475",https://www.congress.gov/bill/103rd-congress/senate-bill/2475,"103rd Congress (1993-1994)",,"African Conflict Resolution Act","Sen. Pell, Claiborne [D-RI]",09/29/1994,,,,0,"Senate - Foreign Relations",10/19/1994,"Became Public Law No: 103-381."
"S. 2466",https://www.congress.gov/bill/103rd-congress/senate-bill/2466,"103rd Congress (1993-1994)",,"Energy Policy and Conservation Act Amendments of 1994","Sen. Johnston, J. Bennett [D-LA]",09/27/1994,,,,1,"Senate - Energy and Natural Resources",10/22/1994,"Became Public Law No: 103-406."
"S. 2407",https://www.congress.gov/bill/103rd-congress/senate-bill/2407,"103rd Congress (1993-1994)",,"Judicial Amendments Act of 1994","Sen. Heflin, Howell [D-AL]",08/18/1994,,,,4,"House - Judiciary",10/25/1994,"Became Public Law No: 103-420."
"S. 2406",https://www.congress.gov/bill/103rd-congress/senate-bill/2406,"103rd Congress (1993-1994)",,"Satellite Home Viewer Act of 1994","Sen. Hutchison, Kay Bailey [R-TX]",08/18/1994,,,,1,,10/18/1994,"Became Public Law No: 103-369."
"S. 2395",https://www.congress.gov/bill/103rd-congress/senate-bill/2395,"103rd Congress (1993-1994)",,"An act to designate the United States Courthouse in Detroit, Michigan, as the ""Theodore Levin Courthouse"", and for other purposes.","Sen. Riegle, Donald W., Jr. [D-MI]",08/16/1994,,,,0,"Senate - Environment and Public Works",10/22/1994,"Became Public Law No: 103-405."
"S. 2372",https://www.congress.gov/bill/103rd-congress/senate-bill/2372,"103rd Congress (1993-1994)",,"Civil Rights Commission Amendments Act of 1994","Sen. Simon, Paul [D-IL]",08/09/1994,,,,0,"Senate - Judiciary",10/25/1994,"Became Public Law No: 103-419."
"S. 2182",https://www.congress.gov/bill/103rd-congress/senate-bill/2182,"103rd Congress (1993-1994)",,"National Defense Authorization Act for Fiscal Year 1995","Sen. Nunn, Sam [D-GA]",06/14/1994,,,,0,"Senate - Armed Services",10/05/1994,"Became Public Law No: 103-337."
"S. 2170",https://www.congress.gov/bill/103rd-congress/senate-bill/2170,"103rd Congress (1993-1994)",,"Government Management Reform Act of 1994","Sen. Glenn, John H., Jr. [D-OH]",06/09/1994,,,,0,"Senate - Governmental Affairs",10/13/1994,"Became Public Law No: 103-356."
"S. 2099",https://www.congress.gov/bill/103rd-congress/senate-bill/2099,"103rd Congress (1993-1994)",,"Northern Great Plains Rural Development Act","Sen. Daschle, Thomas A. [D-SD]",05/10/1994,,,,9,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",08/26/1994,"Became Public Law No: 103-318."
"S. 2087",https://www.congress.gov/bill/103rd-congress/senate-bill/2087,"103rd Congress (1993-1994)",,"An Act to extend the time period for compliance with the Nutrition Labeling and Education Act of 1990 for certain food products packaged prior to August 8, 1994.","Sen. Bumpers, Dale [D-AR]",05/06/1994,,,,9,"Senate - Labor and Human Resources",05/26/1994,"Became Public Law No: 103-261."
"S. 2073",https://www.congress.gov/bill/103rd-congress/senate-bill/2073,"103rd Congress (1993-1994)",,"A bill to designate the United States courthouse that is scheduled to be constructed in Concord, New Hampshire, as the ""Warren B. Rudman United States Courthouse"", and for other purposes.","Sen. Smith, Bob [R-NH]",05/04/1994,,,,24,"House - Public Works and Transportation | Senate - Environment and Public Works",10/22/1994,"Became Public Law No: 103-404."
"S. 2060",https://www.congress.gov/bill/103rd-congress/senate-bill/2060,"103rd Congress (1993-1994)",,"Small Business Administration Reauthorization and Amendments Act of 1994","Sen. Bumpers, Dale [D-AR]",05/03/1994,,,,10,"Senate - Small Business",10/22/1994,"Became Public Law No: 103-403."
"S. 2024",https://www.congress.gov/bill/103rd-congress/senate-bill/2024,"103rd Congress (1993-1994)",,"Airport Improvement Program Temporary Extension Act of 1994","Sen. Ford, Wendell H. [D-KY]",04/19/1994,,,,0,,05/26/1994,"Became Public Law No: 103-260."
"S. 2005",https://www.congress.gov/bill/103rd-congress/senate-bill/2005,"103rd Congress (1993-1994)",,"A bill to make certain technical corrections, and for other purposes.","Sen. Leahy, Patrick J. [D-VT]",03/25/1994,,,,3,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",05/06/1994,"Became Public Law No: 103-247."
"S. 2004",https://www.congress.gov/bill/103rd-congress/senate-bill/2004,"103rd Congress (1993-1994)",,"A bill to extend until July 1, 1998, the exemption from ineligibility based on a high default rate for certain institutions of higher education.","Sen. Bumpers, Dale [D-AR]",03/25/1994,,,,15,,04/28/1994,"Became Public Law No: 103-235."
"S. 2000",https://www.congress.gov/bill/103rd-congress/senate-bill/2000,"103rd Congress (1993-1994)",,"Human Services Amendments of 1994","Sen. Dodd, Christopher J. [D-CT]",03/25/1994,,,,8,"Senate - Labor and Human Resources",05/18/1994,"Became Public Law No: 103-252."
"S. 1930",https://www.congress.gov/bill/103rd-congress/senate-bill/1930,"103rd Congress (1993-1994)",,"Farmers Home Administration Improvement Act of 1994","Sen. Leahy, Patrick J. [D-VT]",03/15/1994,,,,1,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",05/11/1994,"Became Public Law No: 103-248."
"S. 1927",https://www.congress.gov/bill/103rd-congress/senate-bill/1927,"103rd Congress (1993-1994)",,"Veterans' Compensation Cost-of-Living Adjustment Act of 1994","Sen. Rockefeller, John D., IV [D-WV]",03/11/1994,,,,13,"House - Veterans' Affairs | Senate - Veterans' Affairs",10/25/1994,"Became Public Law No: 103-418."
"S. 1926",https://www.congress.gov/bill/103rd-congress/senate-bill/1926,"103rd Congress (1993-1994)",,"Food Stamp Program Improvements Act of 1994","Sen. Pressler, Larry [R-SD]",03/11/1994,,,,1,,03/25/1994,"Became Public Law No: 103-225."
"S. 1913",https://www.congress.gov/bill/103rd-congress/senate-bill/1913,"103rd Congress (1993-1994)",,"A bill to extend certain compliance dates for pesticide safety training and labeling requirements.","Sen. Cochran, Thad [R-MS]",03/09/1994,,,,5,"House - Agriculture",04/06/1994,"Became Public Law No: 103-231."
"S. 1904",https://www.congress.gov/bill/103rd-congress/senate-bill/1904,"103rd Congress (1993-1994)",,"Board of Veterans' Appeals Administrative Procedures Improvement Act of 1994","Sen. Rockefeller, John D., IV [D-WV]",03/08/1994,,,,9,"House - Veterans' Affairs | Senate - Veterans' Affairs",07/01/1994,"Became Public Law No: 103-271."
"S. 1880",https://www.congress.gov/bill/103rd-congress/senate-bill/1880,"103rd Congress (1993-1994)",,"A bill to provide that the National Education Commission on Time and Learning shall terminate on September 30, 1994.","Sen. Bingaman, Jeff [D-NM]",03/01/1994,,,,1,"Senate - Labor and Human Resources",08/01/1994,"Became Public Law No: 103-290."
"S. 1789",https://www.congress.gov/bill/103rd-congress/senate-bill/1789,"103rd Congress (1993-1994)",,"A bill to amend title 23, United States Code, to permit the use of funds under the highway bridge replacement and rehabilitation program for seismic retrofit of bridges, and for other purposes.","Sen. Boxer, Barbara [D-CA]",01/25/1994,,,,4,"Senate - Environment and Public Works",03/17/1994,"Became Public Law No: 103-220."
"S. 1777",https://www.congress.gov/bill/103rd-congress/senate-bill/1777,"103rd Congress (1993-1994)",,"A bill to extend the suspended implementation of certain requirements of the food stamp program on Indian reservations, to suspend certain eligibility requirements for the participation of retail food stores in the food stamp program, and for other purposes.","Sen. Pressler, Larry [R-SD]",11/22/1993,,,,0,,12/17/1993,"Became Public Law No: 103-205."
"S. 1769",https://www.congress.gov/bill/103rd-congress/senate-bill/1769,"103rd Congress (1993-1994)",,"A bill to make a technical correction, and for other purposes.","Sen. Johnston, J. Bennett [D-LA]",11/22/1993,,,,1,,12/14/1993,"Became Public Law No: 103-195."
"S. 1766",https://www.congress.gov/bill/103rd-congress/senate-bill/1766,"103rd Congress (1993-1994)",,"Lime Research, Promotion, and Consumer Information Improvement Act","Sen. Graham, Bob [D-FL]",11/20/1993,,,,1,,12/14/1993,"Became Public Law No: 103-194."
"S. 1764",https://www.congress.gov/bill/103rd-congress/senate-bill/1764,"103rd Congress (1993-1994)",,"A bill to provide for the extension of certain authority for the Marshal of the Supreme Court and the Supreme Court Police.","Sen. Biden, Joseph R., Jr. [D-DE]",11/20/1993,,,,0,"House - Public Works and Transportation, Judiciary",12/14/1993,"Became Public Law No: 103-193."
"S. 1732",https://www.congress.gov/bill/103rd-congress/senate-bill/1732,"103rd Congress (1993-1994)",,"A bill to extend arbitration under the provisions of chapter 44 of title 28, United States Code, and for other purposes.","Sen. Heflin, Howell [D-AL]",11/20/1993,,,,0,"House - Judiciary",12/14/1993,"Became Public Law No: 103-192."
"S. 1716",https://www.congress.gov/bill/103rd-congress/senate-bill/1716,"103rd Congress (1993-1994)",,"A bill to amend the Thomas Jefferson Commemoration Commission Act to extend the deadlines for reports.","Sen. Robb, Charles S. [D-VA]",11/19/1993,,,,1,"Senate - Judiciary",12/14/1993,"Became Public Law No: 103-191."
"S. 1703",https://www.congress.gov/bill/103rd-congress/senate-bill/1703,"103rd Congress (1993-1994)",,"Piscataway Park Expansion Act of 1994","Sen. Sarbanes, Paul S. [D-MD]",11/19/1993,,,,5,"House - Natural Resources | Senate - Energy and Natural Resources",10/06/1994,"Became Public Law No: 103-350."
"S. 1670",https://www.congress.gov/bill/103rd-congress/senate-bill/1670,"103rd Congress (1993-1994)",,"Hazard Mitigation and Relocation Assistance Act of 1993","Sen. Harkin, Tom [D-IA]",11/18/1993,,,,5,"Senate - Environment and Public Works",12/03/1993,"Became Public Law No: 103-181."
"S. 1667",https://www.congress.gov/bill/103rd-congress/senate-bill/1667,"103rd Congress (1993-1994)",,"A bill to extend authorities under the Middle East Peace Facilitation Act of 1993 by six months.","Sen. Pell, Claiborne [D-RI]",11/17/1993,,,,0,,12/02/1993,"Became Public Law No: 103-166."
"S. 1654",https://www.congress.gov/bill/103rd-congress/senate-bill/1654,"103rd Congress (1993-1994)",,"A bill to make certain technical corrections.","Sen. Inouye, Daniel K. [D-HI]",11/10/1993,,,,0,"House - Natural Resources, Education and Labor | Senate - Indian Affairs",05/31/1994,"Became Public Law No: 103-263."
"S. 1636",https://www.congress.gov/bill/103rd-congress/senate-bill/1636,"103rd Congress (1993-1994)",,"Marine Mammal Protection Act Amendments of 1994","Sen. Kerry, John F. [D-MA]",11/08/1993,,,,2,"Senate - Commerce, Science, and Transportation",04/30/1994,"Became Public Law No: 103-238."
"S. 1614",https://www.congress.gov/bill/103rd-congress/senate-bill/1614,"103rd Congress (1993-1994)",,"Healthy Meals for Healthy Americans Act of 1994","Sen. Leahy, Patrick J. [D-VT]",11/02/1993,,,,9,"Senate - Agriculture, Nutrition, and Forestry",11/02/1994,"Became Public Law No: 103-448."
"S. 1587",https://www.congress.gov/bill/103rd-congress/senate-bill/1587,"103rd Congress (1993-1994)",,"Federal Acquisition Streamlining Act of 1994","Sen. Glenn, John H., Jr. [D-OH]",10/26/1993,,,,9,"Senate - Governmental Affairs, Armed Services, Small Business",10/13/1994,"Became Public Law No: 103-355."
"S. 1574",https://www.congress.gov/bill/103rd-congress/senate-bill/1574,"103rd Congress (1993-1994)",,"A bill to authorize appropriations for the Coastal Heritage Trail Route in the State of New Jersey, and for other purposes.","Sen. Bradley, Bill [D-NJ]",10/20/1993,,,,0,"House - Natural Resources | Senate - Energy and Natural Resources",05/04/1994,"Became Public Law No: 103-243."
"S. 1548",https://www.congress.gov/bill/103rd-congress/senate-bill/1548,"103rd Congress (1993-1994)",,"A bill to amend the National Wool Act of 1954 to reduce the subsidies that wool and mohair producers receive for the 1994 and 1995 marketing years and to eliminate the wool and mohair programs for the 1996 and subsequent marketing years, and for other purposes.","Sen. Leahy, Patrick J. [D-VT]",10/14/1993,,,,3,"Senate - Agriculture, Nutrition, and Forestry",11/01/1993,"Became Public Law No: 103-130."
"S. 1508",https://www.congress.gov/bill/103rd-congress/senate-bill/1508,"103rd Congress (1993-1994)",,"A bill to amend the definition of a rural community for eligibility for economic recovery funds, and for other purposes.","Sen. Murray, Patty [D-WA]",09/30/1993,,,,1,,10/26/1993,"Became Public Law No: 103-115."
"S. 1507",https://www.congress.gov/bill/103rd-congress/senate-bill/1507,"103rd Congress (1993-1994)",,"Higher Education Technical Amendments of 1993","Sen. Pell, Claiborne [D-RI]",09/30/1993,,,,1,,12/20/1993,"Became Public Law No: 103-208."
"S. 1490",https://www.congress.gov/bill/103rd-congress/senate-bill/1490,"103rd Congress (1993-1994)",,"United States Grain Standards Act Amendments of 1993","Sen. Daschle, Thomas A. [D-SD]",09/23/1993,,,,2,,11/24/1993,"Became Public Law No: 103-156."
"S. 1487",https://www.congress.gov/bill/103rd-congress/senate-bill/1487,"103rd Congress (1993-1994)",,"Middle East Peace Facilitation Act of 1993","Sen. Pell, Claiborne [D-RI]",09/23/1993,,,,1,"House - Foreign Affairs, Banking, Finance, and Urban Affrs | Senate - Foreign Relations",10/28/1993,"Became Public Law No: 103-125."
"S. 1458",https://www.congress.gov/bill/103rd-congress/senate-bill/1458,"103rd Congress (1993-1994)",,"General Aviation Revitalization Act of 1994","Sen. Kassebaum, Nancy Landon [R-KS]",09/14/1993,,,,51,"House - Judiciary, Public Works and Transportation | Senate - Commerce, Science, and Transportation, Judiciary",08/17/1994,"Became Public Law No: 103-298."
"S. 1457",https://www.congress.gov/bill/103rd-congress/senate-bill/1457,"103rd Congress (1993-1994)",,"A bill to amend the Aleutian and Pribilof Restitution Act to increase authorization for appropriation to compensate Aleut villages for church property lost, damaged, or destroyed during World War II.","Sen. Stevens, Ted [R-AK]",09/14/1993,,,,1,"House - Judiciary | Senate - Governmental Affairs",10/22/1994,"Became Public Law No: 103-402."
"S. 1406",https://www.congress.gov/bill/103rd-congress/senate-bill/1406,"103rd Congress (1993-1994)",,"Plant Variety Protection Act Amendments of 1994","Sen. Kerrey, J. Robert [D-NE]",08/06/1993,,,,10,"Senate - Agriculture, Nutrition, and Forestry",10/06/1994,"Became Public Law No: 103-349."
"S. 1402",https://www.congress.gov/bill/103rd-congress/senate-bill/1402,"103rd Congress (1993-1994)",,"Twin Falls County Landfill Act of 1994","Sen. Craig, Larry E. [R-ID]",08/06/1993,,,,1,"House - Natural Resources | Senate - Energy and Natural Resources",07/22/1994,"Became Public Law No: 103-281."
"S. 1381",https://www.congress.gov/bill/103rd-congress/senate-bill/1381,"103rd Congress (1993-1994)",,"National Forest Foundation Act Amendment Act of 1993","Sen. Domenici, Pete V. [R-NM]",08/05/1993,,,,0,"Senate - Agriculture, Nutrition, and Forestry",10/12/1993,"Became Public Law No: 103-106."
"S. 1357",https://www.congress.gov/bill/103rd-congress/senate-bill/1357,"103rd Congress (1993-1994)",,"Little Traverse Bay Bands of Odawa Indians and the Little River Band of Ottawa Indians Act","Sen. Levin, Carl [D-MI]",08/04/1993,,,,1,"House - Natural Resources | Senate - Indian Affairs",09/21/1994,"Became Public Law No: 103-324."
"S. 1312",https://www.congress.gov/bill/103rd-congress/senate-bill/1312,"103rd Congress (1993-1994)",,"Pension Annuitants Protection Act of 1994","Sen. Metzenbaum, Howard M. [D-OH]",07/29/1993,,,,1,"House - Education and Labor | Senate - Labor and Human Resources",10/22/1994,"Became Public Law No: 103-401."
"S. 1311",https://www.congress.gov/bill/103rd-congress/senate-bill/1311,"103rd Congress (1993-1994)",,"A bill for the relief of Olga D. Zhondetskaya.","Sen. Cohen, William S. [R-ME]",07/29/1993,,,,0,,08/03/1993,"Became Private Law No: 103-1."
"S. 1299",https://www.congress.gov/bill/103rd-congress/senate-bill/1299,"103rd Congress (1993-1994)",,"Multifamily Housing Property Disposition Reform Act of 1994","Sen. Riegle, Donald W., Jr. [D-MI]",07/28/1993,,,,1,"Senate - Banking, Housing, and Urban Affairs",04/11/1994,"Became Public Law No: 103-233."
"S. 1295",https://www.congress.gov/bill/103rd-congress/senate-bill/1295,"103rd Congress (1993-1994)",,"Rehabilitation Act Amendments of 1993","Sen. Harkin, Tom [D-IA]",07/27/1993,,,,2,,08/11/1993,"Became Public Law No: 103-73."
"S. 1284",https://www.congress.gov/bill/103rd-congress/senate-bill/1284,"103rd Congress (1993-1994)",,"Developmental Disabilities Assistance and Bill of Rights Act Amendments of 1994","Sen. Harkin, Tom [D-IA]",07/23/1993,,,,10,"House - Education and Labor, Energy and Commerce | Senate - Labor and Human Resources",04/06/1994,"Became Public Law No: 103-230."
"S. 1274",https://www.congress.gov/bill/103rd-congress/senate-bill/1274,"103rd Congress (1993-1994)",,"Small Business Guaranteed Credit Enhancement Act of 1993","Sen. Bumpers, Dale [D-AR]",07/21/1993,,,,13,"House - Small Business | Senate - Small Business",08/13/1993,"Became Public Law No: 103-81."
"S. 1273",https://www.congress.gov/bill/103rd-congress/senate-bill/1273,"103rd Congress (1993-1994)",,"Depository Institutions Disaster Relief Act of 1993","Sen. Bond, Christopher S. [R-MO]",07/21/1993,,,,9,"Senate - Banking, Housing, and Urban Affairs",08/12/1993,"Became Public Law No: 103-76."
"S. 1233",https://www.congress.gov/bill/103rd-congress/senate-bill/1233,"103rd Congress (1993-1994)",,"Arizona Wilderness Land Title Resolution Act of 1994","Sen. DeConcini, Dennis [D-AZ]",07/15/1993,,,,0,"House - Judiciary, Natural Resources | Senate - Energy and Natural Resources",10/14/1994,"Became Public Law No: 103-365."
"S. 1225",https://www.congress.gov/bill/103rd-congress/senate-bill/1225,"103rd Congress (1993-1994)",,"United States-Mexico Border Health Commission Act","Sen. Bingaman, Jeff [D-NM]",07/14/1993,,,,3,"Senate - Foreign Relations",10/22/1994,"Became Public Law No: 103-400."
"S. 1206",https://www.congress.gov/bill/103rd-congress/senate-bill/1206,"103rd Congress (1993-1994)",,"A bill to redesignate the Federal building located at 380 Trapelo Road in Waltham, Massachusetts, as the ""Frederick C. Murphy Federal Center"".","Sen. Kerry, John F. [D-MA]",07/01/1993,,,,4,"House - Public Works and Transportation | Senate - Environment and Public Works",04/14/1994,"Became Public Law No: 103-234."
"S. 1205",https://www.congress.gov/bill/103rd-congress/senate-bill/1205,"103rd Congress (1993-1994)",,"Fluid Milk Promotion Amendments Act of 1993","Sen. Leahy, Patrick J. [D-VT]",07/01/1993,,,,0,"House - Agriculture",08/11/1993,"Became Public Law No: 103-72."
"S. 1146",https://www.congress.gov/bill/103rd-congress/senate-bill/1146,"103rd Congress (1993-1994)",,"Yavapai-Prescott Indian Tribe Water Rights Settlement Act of 1994","Sen. McCain, John [R-AZ]",06/23/1993,,,,0,"House - Natural Resources | Senate - Indian Affairs",10/31/1994,"Became Public Law No: 103-434."
"S. 1130",https://www.congress.gov/bill/103rd-congress/senate-bill/1130,"103rd Congress (1993-1994)",,"Federal Employees Leave Sharing Amendments Act of 1993","Sen. Pryor, David H. [D-AR]",06/17/1993,,,,7,"House - Post Office and Civil Service | Senate - Governmental Affairs",10/08/1993,"Became Public Law No: 103-103."
"S. 1066",https://www.congress.gov/bill/103rd-congress/senate-bill/1066,"103rd Congress (1993-1994)",,"A bill to restore Federal services to the Pokagon Band of Potawatomi Indians.","Sen. Riegle, Donald W., Jr. [D-MI]",05/28/1993,,,,1,"House - Natural Resources | Senate - Indian Affairs",09/21/1994,"Became Public Law No: 103-323."
"S. 994",https://www.congress.gov/bill/103rd-congress/senate-bill/994,"103rd Congress (1993-1994)",,"Fresh Cut Flowers and Fresh Cut Greens Promotion and Information Act of 1993","Sen. Pryor, David H. [D-AR]",05/20/1993,,,,10,"Senate - Agriculture, Nutrition, and Forestry",12/14/1993,"Became Public Law No: 103-190."
"S. 983",https://www.congress.gov/bill/103rd-congress/senate-bill/983,"103rd Congress (1993-1994)",,"El Camino Real Para Los Texas Study Act of 1993","Sen. Johnston, J. Bennett [D-LA]",05/19/1993,,,,1,"House - Natural Resources | Senate - Energy and Natural Resources",11/17/1993,"Became Public Law No: 103-145."
"S. 922",https://www.congress.gov/bill/103rd-congress/senate-bill/922,"103rd Congress (1993-1994)",,"Full Faith and Credit for Child Support Orders Act","Sen. Moseley-Braun, Carol [D-IL]",05/06/1993,,,,4,"Senate - Judiciary",10/20/1994,"Became Public Law No: 103-383."
"S. 859",https://www.congress.gov/bill/103rd-congress/senate-bill/859,"103rd Congress (1993-1994)",,"A bill to reduce the restrictions on lands conveyed by deed under the Act of June 8, 1926.","Sen. Hatch, Orrin G. [R-UT]",04/30/1993,,,,1,"House - Natural Resources | Senate - Energy and Natural Resources",09/23/1994,"Became Public Law No: 103-326."
"S. 836",https://www.congress.gov/bill/103rd-congress/senate-bill/836,"103rd Congress (1993-1994)",,"El Camino Real de Tierra Adentro Study Act of 1993","Sen. Bingaman, Jeff [D-NM]",04/28/1993,,,,1,"House - Natural Resources | Senate - Energy and Natural Resources",11/17/1993,"Became Public Law No: 103-144."
"S. 832",https://www.congress.gov/bill/103rd-congress/senate-bill/832,"103rd Congress (1993-1994)",,"A bill to designate the plaza to be constructed on the Federal Triangle property in Washington, D.C., as the ""Woodrow Wilson Plaza"".","Sen. Moynihan, Daniel Patrick [D-NY]",04/27/1993,,,,0,"House - Natural Resources, Public Works and Transportation | Senate - Environment and Public Works",08/01/1994,"Became Public Law No: 103-284."
"S. 801",https://www.congress.gov/bill/103rd-congress/senate-bill/801,"103rd Congress (1993-1994)",,"A bill to authorize the conduct and development of NAEP assessments for fiscal year 1994.","Sen. Kennedy, Edward M. [D-MA]",04/21/1993,,,,0,,05/25/1993,"Became Public Law No: 103-33."
"S. 784",https://www.congress.gov/bill/103rd-congress/senate-bill/784,"103rd Congress (1993-1994)",,"Dietary Supplement Health and Education Act of 1994","Sen. Hatch, Orrin G. [R-UT]",04/07/1993,,,,65,"House - Energy and Commerce | Senate - Labor and Human Resources",10/25/1994,"Became Public Law No: 103-417."
